zoneid,year,ward_code,total_pop,chinese_ethnic_count,chinese_ethnic_pct,asia_born_count,asia_born_pct,asia_born_pct_is_proxy,pop_16_74,econ_active_rate,unemployment_rate,self_employment_rate,total_hh_spaces,owner_occ_rate,council_rent_rate,private_rent_rate,overcrowd_rate,overcrowd_severe_rate,no_bath_wc_rate,no_car_rate
00BNGE0021,2001,00BNGE,330,0,0.0,12,3.64,True,223,74.89,2.69,11.66,124,90.32,0.0,7.26,0.0,0.0,7.14,17.05
00BNGE0022,2001,00BNGE,265,3,1.13,12,4.53,True,189,82.01,1.59,10.58,115,27.83,2.61,66.96,0.0,0.0,5.36,27.59
00BNGE0023,2001,00BNGE,370,8,2.16,48,12.97,True,290,49.31,2.07,4.14,129,65.89,10.85,20.93,2.4,0.0,16.92,23.81
00BNGE0024,2001,00BNGE,271,6,2.21,19,7.01,True,259,34.36,2.32,1.16,103,27.18,12.62,45.63,0.0,0.0,8.74,52.04
00BNGE0025,2001,00BNGE,350,3,0.86,43,12.29,True,246,52.44,6.1,6.1,124,53.23,24.19,20.16,4.65,2.33,13.74,36.22
00BNGE0026,2001,00BNGE,277,0,0.0,17,6.14,True,188,48.4,7.45,3.19,120,27.5,60.0,10.0,4.84,2.42,2.52,52.89
00BNGE0027,2001,00BNGE,394,6,1.52,15,3.81,True,376,34.04,1.6,1.6,111,19.82,8.11,69.37,2.97,0.0,5.61,37.96
00BNGE0028,2001,00BNGE,308,0,0.0,17,5.52,True,204,49.02,7.84,2.45,138,27.54,53.62,13.04,0.0,0.0,4.44,58.09
00BNGE0029,2001,00BNGE,397,0,0.0,33,8.31,True,316,49.05,2.85,4.11,130,63.08,4.62,32.31,0.0,0.0,7.63,21.37
00BNGE0030,2001,00BNGE,409,6,1.47,60,14.67,True,259,57.53,1.16,13.13,123,79.67,8.13,9.76,5.0,0.0,5.31,17.46
00BNGE0031,2001,00BNGE,378,14,3.7,39,10.32,True,264,48.48,3.79,3.03,128,45.31,23.44,28.91,4.76,0.0,9.92,32.54
00BNGE0032,2001,00BNGE,284,0,0.0,7,2.46,True,199,51.76,3.52,1.51,130,19.23,61.54,13.85,0.0,0.0,2.34,55.3
00BNGE0033,2001,00BNGE,240,7,2.92,15,6.25,True,220,39.09,2.73,2.73,98,20.41,12.24,61.22,0.0,0.0,12.0,42.16
00BNGE0034,2001,00BNGE,235,0,0.0,6,2.55,True,161,51.55,10.56,3.73,125,14.4,69.6,13.6,4.69,0.0,4.51,58.33
00BNGE0035,2001,00BNGE,409,3,0.73,15,3.67,True,335,50.75,3.88,5.97,132,50.76,12.88,31.82,2.36,0.0,9.63,35.94
00BNGE0036,2001,00BNGE,322,0,0.0,6,1.86,True,218,49.08,5.5,3.21,129,24.81,65.89,6.98,2.44,0.0,4.62,57.69
00BNGE0037,2001,00BNGE,356,0,0.0,20,5.62,True,262,61.07,7.63,3.82,138,36.96,44.2,16.67,2.19,2.19,2.34,38.13
00BNGE0038,2001,00BNGE,320,0,0.0,4,1.25,True,205,55.12,7.32,1.46,124,28.23,58.06,4.03,6.67,0.0,2.24,50.0
00BNGE0039,2001,00BNGE,446,3,0.67,13,2.91,True,421,44.66,2.85,5.46,133,20.3,4.51,75.19,0.0,0.0,8.57,41.73
00BNGE0040,2001,00BNGE,298,0,0.0,6,2.01,True,183,38.25,3.28,0.0,135,27.41,61.48,8.89,4.55,4.55,6.29,53.73
00BNGE0041,2001,00BNGE,295,3,1.02,9,3.05,True,255,50.2,2.35,1.57,127,40.16,9.45,34.65,2.36,0.0,12.2,43.2
00BNGE0042,2001,00BNGE,261,3,1.15,9,3.45,True,217,45.62,4.61,1.84,128,20.31,46.09,26.56,0.0,0.0,5.04,54.62
00BNGE0043,2001,00BNGE,284,3,1.06,8,2.82,True,196,59.69,4.59,4.59,138,34.06,51.45,12.32,2.22,0.0,0.0,47.86
00BNGE0044,2001,00BNGE,274,0,0.0,7,2.55,True,176,44.89,7.39,3.41,117,19.66,74.36,5.98,0.0,0.0,2.61,56.2
00BNGE0045,2001,00BNGE,201,0,0.0,10,4.98,True,102,50.98,2.94,2.94,108,25.0,24.07,11.11,0.0,0.0,5.36,52.38
00BNGE0046,2001,00BNGE,300,0,0.0,6,2.0,True,205,48.78,1.46,1.95,132,32.58,53.79,9.09,2.33,2.33,0.0,52.38
00BNGE0047,2001,00BNGE,321,0,0.0,6,1.87,True,285,49.82,4.21,2.46,131,49.62,24.43,25.95,0.0,0.0,13.22,36.64
00BNGE0048,2001,00BNGE,303,0,0.0,12,3.96,True,215,55.81,5.58,4.65,120,49.17,36.67,14.17,4.58,2.29,2.4,36.8
00BNGE0049,2001,00BNGE,282,7,2.48,12,4.26,True,275,49.09,2.18,3.27,121,22.31,23.14,39.67,2.27,0.0,12.5,46.15
00BNGE0050,2001,00BNGE,209,0,0.0,0,0.0,True,159,52.2,11.32,1.89,119,10.92,42.02,12.61,0.0,0.0,4.76,68.99
00BNGF0001,2001,00BNGF,425,7,1.65,99,23.29,True,216,45.37,8.33,2.78,128,14.84,82.81,2.34,8.33,2.27,0.0,62.4
00BNGF0002,2001,00BNGF,419,7,1.67,78,18.62,True,299,49.83,6.02,8.36,128,67.97,14.06,15.62,9.92,5.34,5.6,30.23
00BNGF0003,2001,00BNGF,280,12,4.29,25,8.93,True,266,52.63,4.51,7.89,122,59.02,10.66,30.33,0.0,0.0,2.63,31.15
00BNGF0004,2001,00BNGF,378,3,0.79,76,20.11,True,257,49.42,3.5,6.23,124,33.87,45.97,17.74,5.69,0.0,0.0,45.0
00BNGF0005,2001,00BNGF,395,0,0.0,66,16.71,True,279,53.76,2.51,3.58,134,81.34,4.48,14.18,5.84,2.19,4.96,27.94
00BNGF0006,2001,00BNGF,339,3,0.88,66,19.47,True,249,64.66,4.02,8.43,118,70.34,8.47,21.19,8.06,4.84,13.91,23.44
00BNGF0007,2001,00BNGF,321,10,3.12,21,6.54,True,286,46.5,0.0,2.1,115,38.26,13.91,45.22,2.65,0.0,11.11,44.35
00BNGF0008,2001,00BNGF,654,34,5.2,85,13.0,True,614,31.27,1.47,2.28,132,41.67,10.61,47.73,2.1,0.0,8.53,41.67
00BNGF0009,2001,00BNGF,915,9,0.98,33,3.61,True,881,31.1,0.68,0.34,147,6.8,6.8,83.67,1.99,1.99,14.0,38.93
00BNGF0010,2001,00BNGF,290,0,0.0,14,4.83,True,247,52.63,3.64,2.83,123,31.71,21.14,43.09,2.42,0.0,7.5,59.52
00BNGF0011,2001,00BNGF,456,15,3.29,33,7.24,True,379,36.41,2.64,1.58,126,18.25,11.9,67.46,0.0,0.0,7.83,57.36
00BNGF0012,2001,00BNGF,165,6,3.64,13,7.88,True,144,61.11,2.08,2.78,109,47.71,9.17,40.37,0.0,0.0,18.0,58.18
00BNGF0013,2001,00BNGF,920,58,6.3,145,15.76,True,860,29.3,1.86,0.35,114,19.3,18.42,57.89,5.31,0.0,11.21,63.96
00BNGF0014,2001,00BNGF,693,26,3.75,82,11.83,True,615,33.5,1.46,2.6,122,44.26,9.84,43.44,3.42,3.42,3.67,30.25
00BNGF0015,2001,00BNGF,1106,118,10.67,210,18.99,True,1077,25.07,1.3,0.84,131,35.88,6.11,48.09,0.0,0.0,8.13,48.85
00BNGF0016,2001,00BNGF,434,3,0.69,55,12.67,True,290,35.86,7.24,2.07,137,8.76,54.01,16.06,12.06,4.26,5.97,65.71
00BNGF0017,2001,00BNGF,376,19,5.05,60,15.96,True,302,35.76,3.31,1.32,124,23.39,2.42,53.23,5.13,2.56,12.61,57.26
00BNGF0018,2001,00BNGF,324,3,0.93,77,23.77,True,227,44.05,6.61,3.96,117,23.93,33.33,32.48,6.09,6.09,8.47,53.23
00BNGF0019,2001,00BNGF,290,20,6.9,90,31.03,True,230,38.26,1.3,7.83,127,23.62,11.81,33.86,4.62,4.62,17.36,53.91
00BNGF0020,2001,00BNGF,312,3,0.96,53,16.99,True,254,40.55,3.54,4.33,107,30.84,40.19,28.97,2.88,0.0,2.68,46.79
00BNGF0021,2001,00BNGF,381,9,2.36,107,28.08,True,262,41.6,5.34,4.2,123,30.08,16.26,22.76,9.23,4.62,2.33,45.38
00BNGF0022,2001,00BNGF,288,0,0.0,64,22.22,True,207,35.75,6.28,0.0,131,9.92,67.94,13.74,10.95,4.38,4.62,73.76
00BNGF0023,2001,00BNGF,331,4,1.21,34,10.27,True,289,50.52,6.23,1.38,123,43.9,6.5,49.59,0.0,0.0,11.81,44.07
00BNGF0024,2001,00BNGF,296,3,1.01,17,5.74,True,270,57.04,5.19,5.19,127,55.91,12.6,28.35,2.54,2.54,7.5,38.33
00BNGF0025,2001,00BNGF,278,0,0.0,39,14.03,True,218,45.87,9.63,2.75,142,14.08,68.31,11.97,10.07,4.32,2.22,64.54
00BNGF0026,2001,00BNGF,367,10,2.72,57,15.53,True,253,50.2,3.95,3.56,138,33.33,10.14,46.38,4.26,4.26,8.39,62.77
00BNGF0027,2001,00BNGF,135,0,0.0,6,4.44,True,98,31.63,3.06,3.06,126,5.56,80.16,11.11,0.0,0.0,2.38,83.46
00BNGF0028,2001,00BNGF,190,8,4.21,18,9.47,True,152,58.55,7.24,6.58,113,13.27,43.36,39.82,2.59,0.0,4.88,61.67
00BNGF0029,2001,00BNGF,360,0,0.0,84,23.33,True,209,47.85,5.74,4.78,110,20.91,58.18,20.91,9.91,2.7,7.89,51.82
00BNGF0030,2001,00BNGF,406,0,0.0,84,20.69,True,244,34.43,4.1,1.23,124,17.74,47.58,8.06,11.29,0.0,0.0,53.66
00BNGF0031,2001,00BNGF,277,0,0.0,35,12.64,True,257,49.81,2.72,2.33,123,19.51,8.13,63.41,2.42,2.42,5.17,45.67
00BNGF0032,2001,00BNGF,356,3,0.84,45,12.64,True,315,46.67,1.9,3.81,137,43.8,5.11,46.72,4.26,2.13,20.0,46.76
00BNGF0033,2001,00BNGF,345,10,2.9,52,15.07,True,322,46.58,4.35,3.73,143,37.06,4.2,58.74,0.0,0.0,22.07,59.71
00BNGF0034,2001,00BNGF,439,0,0.0,103,23.46,True,252,46.83,9.13,4.76,123,18.7,70.73,5.69,15.67,4.48,2.34,49.59
00BNGF0035,2001,00BNGF,414,0,0.0,93,22.46,True,262,48.47,7.63,4.2,118,50.85,32.2,16.95,14.75,2.46,2.61,38.4
00BNGG0001,2001,00BNGG,418,0,0.0,10,2.39,True,202,65.84,2.97,2.97,114,52.63,14.91,7.89,0.0,0.0,10.43,38.68
00BNGG0002,2001,00BNGG,278,0,0.0,3,1.08,True,175,57.14,6.86,3.43,123,41.46,23.58,7.32,2.5,0.0,14.4,50.0
00BNGG0003,2001,00BNGG,371,0,0.0,3,0.81,True,226,57.08,7.08,4.87,134,27.61,29.1,7.46,0.0,0.0,10.08,52.67
00BNGG0004,2001,00BNGG,262,0,0.0,3,1.15,True,178,60.11,0.0,3.93,133,40.6,23.31,6.02,2.33,2.33,14.89,53.33
00BNGG0005,2001,00BNGG,255,0,0.0,3,1.18,True,210,80.48,1.43,2.86,124,90.32,4.84,4.84,2.5,0.0,7.03,16.1
00BNGG0006,2001,00BNGG,266,0,0.0,3,1.13,True,222,73.42,1.35,0.0,139,62.59,9.35,9.35,0.0,0.0,0.0,24.81
00BNGG0007,2001,00BNGG,243,0,0.0,3,1.23,True,186,57.53,3.76,3.23,126,21.43,30.16,11.11,0.0,0.0,9.68,58.06
00BNGG0008,2001,00BNGG,280,0,0.0,0,0.0,True,199,51.26,5.03,3.02,120,20.0,27.5,5.83,0.0,0.0,7.44,58.59
00BNGG0009,2001,00BNGG,291,0,0.0,0,0.0,True,196,56.12,9.18,3.57,119,29.41,24.37,5.04,0.0,0.0,9.84,51.97
00BNGG0010,2001,00BNGG,310,0,0.0,0,0.0,True,184,59.24,3.8,3.8,126,41.27,28.57,5.56,2.42,0.0,10.32,61.9
00BNGG0011,2001,00BNGG,319,0,0.0,0,0.0,True,185,51.89,11.35,3.24,127,31.5,29.92,4.72,0.0,0.0,11.63,57.58
00BNGG0012,2001,00BNGG,327,0,0.0,0,0.0,True,201,53.73,0.0,2.99,145,35.86,30.34,4.14,2.08,0.0,4.55,51.03
00BNGG0013,2001,00BNGG,327,0,0.0,4,1.22,True,243,70.37,3.7,8.64,122,54.1,15.57,2.46,4.44,0.0,7.14,34.92
00BNGG0014,2001,00BNGG,267,0,0.0,0,0.0,True,170,57.65,3.53,4.12,127,25.98,28.35,3.94,4.48,0.0,9.92,47.29
00BNGG0015,2001,00BNGG,137,0,0.0,0,0.0,True,86,24.42,6.98,0.0,129,6.98,27.13,10.08,0.0,0.0,7.38,87.3
00BNGG0016,2001,00BNGG,357,0,0.0,3,0.84,True,270,80.74,3.33,2.96,131,94.66,0.0,5.34,0.0,0.0,23.13,13.97
00BNGG0017,2001,00BNGG,314,0,0.0,13,4.14,True,245,58.78,2.45,6.12,112,91.07,5.36,3.57,0.0,0.0,0.0,8.26
00BNGG0018,2001,00BNGG,350,3,0.86,3,0.86,True,272,87.13,5.51,5.15,139,93.53,2.16,4.32,2.16,0.0,12.93,9.49
00BNGG0019,2001,00BNGG,349,0,0.0,0,0.0,True,279,63.8,5.38,7.17,124,92.74,4.84,2.42,0.0,0.0,2.31,8.94
00BNGG0020,2001,00BNGG,311,3,0.96,11,3.54,True,226,67.26,1.33,1.77,127,88.19,4.72,4.72,0.0,0.0,7.03,21.71
00BNGG0021,2001,00BNGG,216,6,2.78,14,6.48,True,185,85.41,1.62,13.51,112,87.5,3.57,8.93,0.0,0.0,0.0,3.81
00BNGG0022,2001,00BNGG,164,0,0.0,5,3.05,True,143,91.61,0.0,9.09,103,87.38,5.83,6.8,0.0,0.0,5.45,10.28
00BNGG0023,2001,00BNGG,220,8,3.64,3,1.36,True,181,66.3,3.31,4.97,120,65.83,15.0,2.5,0.0,0.0,4.92,26.09
00BNGG0024,2001,00BNGG,285,0,0.0,4,1.4,True,197,60.41,7.61,3.05,119,28.57,26.89,5.04,5.22,0.0,10.53,58.41
00BNGG0025,2001,00BNGG,218,0,0.0,11,5.05,True,167,83.23,3.59,4.19,107,75.7,9.35,5.61,0.0,0.0,2.83,18.87
00BNGG0026,2001,00BNGG,221,0,0.0,0,0.0,True,143,48.25,6.29,0.0,123,12.2,33.33,6.5,0.0,0.0,0.0,69.53
00BNGG0027,2001,00BNGG,296,8,2.7,8,2.7,True,199,48.24,8.04,3.02,115,18.26,36.52,9.57,0.0,0.0,18.1,55.0
00BNGG0028,2001,00BNGG,265,3,1.13,0,0.0,True,180,60.0,3.33,3.89,133,33.08,26.32,8.27,2.27,0.0,13.43,53.08
00BNGG0029,2001,00BNGG,303,0,0.0,7,2.31,True,213,64.79,9.86,4.69,122,40.98,19.67,5.74,2.46,0.0,15.79,44.72
00BNGG0030,2001,00BNGG,279,0,0.0,0,0.0,True,183,60.66,3.28,4.92,113,30.09,34.51,0.0,2.68,0.0,14.04,57.98
00BNGG0031,2001,00BNGG,298,0,0.0,3,1.01,True,195,63.08,9.74,3.08,122,19.67,31.97,13.11,2.36,0.0,2.73,59.13
00BNGG0032,2001,00BNGG,288,0,0.0,0,0.0,True,214,55.61,5.61,2.8,121,37.19,28.93,4.96,0.0,0.0,9.73,48.0
00BNGG0033,2001,00BNGG,285,0,0.0,6,2.11,True,184,59.24,5.43,3.26,121,28.93,34.71,9.92,2.44,0.0,24.58,58.4
00BNGG0034,2001,00BNGG,343,0,0.0,3,0.87,True,221,57.01,9.95,1.36,124,31.45,29.84,8.06,2.63,0.0,2.86,49.14
00BNGG0035,2001,00BNGG,240,0,0.0,0,0.0,True,177,62.15,7.34,5.08,133,33.83,24.81,10.53,2.46,0.0,9.68,50.83
00BNGG0036,2001,00BNGG,147,0,0.0,0,0.0,True,80,17.5,3.75,0.0,126,2.38,30.16,14.29,0.0,0.0,11.19,92.06
00BNGH0001,2001,00BNGH,387,10,2.58,76,19.64,True,261,59.0,4.21,7.28,128,73.44,4.69,19.53,2.38,2.38,9.45,22.14
00BNGH0002,2001,00BNGH,398,0,0.0,104,26.13,True,262,54.2,3.44,11.45,114,78.95,5.26,15.79,7.69,2.56,10.34,17.59
00BNGH0003,2001,00BNGH,252,3,1.19,13,5.16,True,213,59.62,7.98,8.92,156,21.79,8.33,46.15,2.5,2.5,19.25,56.44
00BNGH0004,2001,00BNGH,299,0,0.0,61,20.4,True,203,48.28,9.36,4.43,109,40.37,2.75,37.61,8.57,5.71,15.84,43.69
00BNGH0005,2001,00BNGH,202,0,0.0,14,6.93,True,172,74.42,4.07,6.4,112,31.25,7.14,58.93,5.26,5.26,12.93,36.11
00BNGH0006,2001,00BNGH,361,5,1.39,60,16.62,True,254,52.36,2.36,9.45,121,79.34,7.44,13.22,7.38,2.46,5.22,19.49
00BNGH0007,2001,00BNGH,319,0,0.0,51,15.99,True,203,62.56,2.96,12.32,120,83.33,2.5,11.67,5.08,2.54,5.22,23.58
00BNGH0008,2001,00BNGH,388,3,0.77,76,19.59,True,283,59.01,6.71,10.25,136,86.76,2.21,11.03,4.83,0.0,10.2,13.48
00BNGH0009,2001,00BNGH,250,0,0.0,37,14.8,True,210,63.33,2.86,13.33,120,92.5,5.0,2.5,0.0,0.0,9.76,29.75
00BNGH0010,2001,00BNGH,352,6,1.7,23,6.53,True,268,74.25,1.49,12.31,123,88.62,2.44,6.5,2.36,0.0,2.48,14.52
00BNGH0011,2001,00BNGH,246,3,1.22,11,4.47,True,182,69.23,6.04,10.99,139,17.27,5.76,59.71,0.0,0.0,12.6,55.4
00BNGH0012,2001,00BNGH,285,0,0.0,14,4.91,True,207,59.42,9.66,8.21,136,44.12,2.21,22.06,0.0,0.0,8.7,48.2
00BNGH0013,2001,00BNGH,243,3,1.23,15,6.17,True,201,60.7,6.97,6.97,156,14.1,7.69,44.87,0.0,0.0,4.83,59.49
00BNGH0014,2001,00BNGH,270,6,2.22,31,11.48,True,205,49.27,3.9,5.37,135,24.44,8.15,28.15,2.14,0.0,12.98,59.15
00BNGH0015,2001,00BNGH,233,3,1.29,22,9.44,True,205,66.83,10.24,7.32,126,22.22,2.38,68.25,6.77,2.26,22.9,51.91
00BNGH0016,2001,00BNGH,269,14,5.2,18,6.69,True,231,72.29,9.52,9.09,144,15.28,13.19,47.22,3.77,0.0,11.66,45.62
00BNGH0017,2001,00BNGH,184,3,1.63,27,14.67,True,164,67.68,3.66,7.32,107,24.3,8.41,37.38,0.0,0.0,8.41,47.22
00BNGH0018,2001,00BNGH,213,0,0.0,4,1.88,True,163,78.53,9.2,9.82,119,59.66,2.52,32.77,0.0,0.0,12.21,39.84
00BNGH0019,2001,00BNGH,211,0,0.0,6,2.84,True,191,69.63,7.33,7.85,145,24.14,4.83,47.59,0.0,0.0,17.42,52.03
00BNGH0020,2001,00BNGH,167,3,1.8,21,12.57,True,140,62.14,7.14,4.29,122,22.95,11.48,15.57,2.56,0.0,26.89,60.5
00BNGH0021,2001,00BNGH,224,9,4.02,17,7.59,True,166,56.02,12.65,9.04,130,21.54,13.08,8.46,0.0,0.0,14.29,59.02
00BNGH0022,2001,00BNGH,354,0,0.0,42,11.86,True,284,64.08,9.15,8.1,142,60.56,11.97,17.61,2.26,0.0,10.37,35.07
00BNGH0023,2001,00BNGH,329,0,0.0,35,10.64,True,242,71.07,8.26,7.02,115,62.61,7.83,24.35,2.65,2.65,7.69,30.83
00BNGH0024,2001,00BNGH,282,3,1.06,47,16.67,True,205,64.88,5.37,7.8,111,51.35,9.01,19.82,2.61,0.0,5.36,33.04
00BNGH0025,2001,00BNGH,323,0,0.0,63,19.5,True,244,60.66,4.92,4.1,121,54.55,9.09,22.31,5.13,0.0,2.44,33.05
00BNGH0026,2001,00BNGH,297,0,0.0,61,20.54,True,220,55.45,6.36,7.73,112,78.57,7.14,11.61,6.73,2.88,14.75,22.22
00BNGH0027,2001,00BNGH,291,0,0.0,47,16.15,True,210,55.24,3.33,5.71,108,75.93,5.56,11.11,2.75,0.0,7.89,18.52
00BNGH0028,2001,00BNGH,330,3,0.91,88,26.67,True,229,58.08,9.61,8.3,117,42.74,9.4,40.17,4.35,0.0,12.26,48.15
00BNGH0029,2001,00BNGH,370,0,0.0,64,17.3,True,276,55.43,1.09,5.8,125,64.8,2.4,30.4,4.76,4.76,15.45,21.74
00BNGH0030,2001,00BNGH,385,0,0.0,28,7.27,True,297,66.33,6.4,8.08,148,69.59,6.76,17.57,7.38,2.01,12.93,26.9
00BNGH0031,2001,00BNGH,391,0,0.0,66,16.88,True,257,68.87,2.33,7.78,123,78.05,2.44,19.51,2.33,0.0,5.08,17.36
00BNGH0032,2001,00BNGH,357,6,1.68,82,22.97,True,221,50.68,4.07,5.88,117,52.14,17.95,23.08,13.79,4.31,0.0,37.39
00BNGH0033,2001,00BNGH,400,0,0.0,73,18.25,True,262,54.58,2.67,5.73,147,38.1,8.84,19.73,9.66,2.07,6.06,47.01
00BNGH0034,2001,00BNGH,343,6,1.75,52,15.16,True,260,57.31,7.31,5.77,141,48.94,7.8,32.62,2.92,0.0,8.9,39.72
00BNGH0035,2001,00BNGH,259,0,0.0,53,20.46,True,181,61.33,0.0,11.05,96,79.17,3.12,17.71,0.0,0.0,9.28,22.77
00BNGH0036,2001,00BNGH,295,0,0.0,8,2.71,True,232,88.79,2.59,6.47,130,35.38,0.0,64.62,2.27,2.27,17.29,31.58
00BNGH0037,2001,00BNGH,398,0,0.0,22,5.53,True,249,79.52,2.81,12.05,130,80.77,2.31,14.62,4.35,2.17,4.55,14.18
00BNGH0038,2001,00BNGH,407,19,4.67,76,18.67,True,283,62.19,3.18,10.6,124,77.42,4.84,17.74,11.81,2.36,0.0,13.82
00BNGH0039,2001,00BNGH,142,0,0.0,8,5.63,True,99,52.53,9.09,7.07,92,19.57,6.52,8.7,3.16,3.16,0.0,72.22
00BNGH0040,2001,00BNGH,309,7,2.27,72,23.3,True,219,52.05,2.74,8.22,109,91.74,2.75,5.5,7.83,5.22,7.69,31.53
00BNGJ0001,2001,00BNGJ,321,9,2.8,40,12.46,True,268,63.06,6.34,6.34,132,71.21,4.55,24.24,4.8,2.4,15.91,30.95
00BNGJ0002,2001,00BNGJ,309,3,0.97,8,2.59,True,248,56.05,2.42,4.84,116,51.72,6.03,42.24,2.42,0.0,7.32,34.45
00BNGJ0003,2001,00BNGJ,272,0,0.0,7,2.57,True,236,63.56,6.36,5.51,136,25.74,10.29,36.76,0.0,0.0,7.58,43.08
00BNGJ0004,2001,00BNGJ,353,9,2.55,33,9.35,True,269,53.16,2.23,5.95,125,75.2,0.0,22.4,2.42,0.0,2.48,26.02
00BNGJ0005,2001,00BNGJ,401,0,0.0,25,6.23,True,305,61.64,1.97,6.23,133,70.68,6.02,21.05,2.4,2.4,7.03,18.66
00BNGJ0006,2001,00BNGJ,355,6,1.69,16,4.51,True,278,57.91,1.44,5.76,117,56.41,7.69,24.79,0.0,0.0,15.45,40.65
00BNGJ0007,2001,00BNGJ,277,4,1.44,12,4.33,True,248,52.42,3.63,2.42,125,21.6,13.6,53.6,4.88,2.44,4.92,50.39
00BNGJ0008,2001,00BNGJ,215,0,0.0,3,1.4,True,149,54.36,4.03,4.03,110,27.27,24.55,15.45,0.0,0.0,7.96,61.82
00BNGJ0009,2001,00BNGJ,248,0,0.0,14,5.65,True,209,68.9,2.87,4.31,122,58.2,12.3,23.77,2.56,0.0,9.45,32.52
00BNGJ0010,2001,00BNGJ,332,4,1.2,22,6.63,True,279,44.44,0.0,4.3,110,47.27,11.82,40.91,6.54,0.0,5.83,41.12
00BNGJ0011,2001,00BNGJ,250,3,1.2,9,3.6,True,200,52.0,2.0,3.0,146,36.99,4.79,43.15,0.0,0.0,2.04,66.43
00BNGJ0012,2001,00BNGJ,367,0,0.0,16,4.36,True,298,63.76,5.03,8.05,121,69.42,2.48,28.1,0.0,0.0,7.5,16.81
00BNGJ0013,2001,00BNGJ,277,7,2.53,5,1.81,True,205,60.98,4.39,4.88,123,23.58,2.44,47.97,2.34,0.0,4.92,50.0
00BNGJ0014,2001,00BNGJ,387,3,0.78,37,9.56,True,286,54.2,2.1,6.99,125,76.0,4.8,19.2,4.58,0.0,2.38,25.0
00BNGJ0015,2001,00BNGJ,260,0,0.0,13,5.0,True,249,57.03,4.82,4.02,124,39.52,6.45,51.61,0.0,0.0,5.69,36.29
00BNGJ0016,2001,00BNGJ,386,7,1.81,40,10.36,True,329,57.75,3.65,5.78,125,61.6,0.0,38.4,4.58,2.29,6.62,20.77
00BNGJ0017,2001,00BNGJ,363,8,2.2,51,14.05,True,283,55.12,3.18,4.59,123,70.73,0.0,29.27,2.44,0.0,7.87,30.08
00BNGJ0018,2001,00BNGJ,242,3,1.24,3,1.24,True,177,57.63,0.0,6.21,112,58.04,6.25,26.79,0.0,0.0,2.8,38.6
00BNGJ0019,2001,00BNGJ,379,10,2.64,33,8.71,True,336,52.38,0.89,6.25,124,62.9,0.0,37.1,2.29,2.29,8.09,21.88
00BNGJ0020,2001,00BNGJ,346,6,1.73,43,12.43,True,292,56.85,2.05,5.82,134,59.7,9.7,30.6,0.0,0.0,9.7,25.19
00BNGJ0021,2001,00BNGJ,287,3,1.05,6,2.09,True,242,70.25,4.96,6.61,140,61.43,7.14,29.29,2.16,2.16,21.19,28.57
00BNGJ0022,2001,00BNGJ,263,6,2.28,16,6.08,True,206,64.08,2.91,10.68,118,45.76,20.34,31.36,0.0,0.0,7.63,33.91
00BNGJ0023,2001,00BNGJ,361,6,1.66,28,7.76,True,260,59.62,3.46,6.15,120,41.67,40.0,18.33,3.36,0.0,8.62,33.61
00BNGJ0024,2001,00BNGJ,316,3,0.95,0,0.0,True,197,60.91,12.18,4.57,127,20.47,72.44,7.09,4.8,2.4,10.26,53.72
00BNGJ0025,2001,00BNGJ,303,8,2.64,20,6.6,True,240,66.25,1.67,9.58,131,56.49,4.58,30.53,4.41,4.41,5.97,29.41
00BNGJ0026,2001,00BNGJ,294,0,0.0,8,2.72,True,232,65.52,1.29,11.21,126,84.92,0.0,15.08,0.0,0.0,4.62,20.77
00BNGJ0027,2001,00BNGJ,295,0,0.0,6,2.03,True,202,51.49,5.45,2.97,113,24.78,65.49,9.73,2.56,2.56,12.61,45.61
00BNGJ0028,2001,00BNGJ,291,9,3.09,19,6.53,True,214,67.76,1.4,3.74,129,68.22,20.16,11.63,0.0,0.0,6.87,25.0
00BNGJ0029,2001,00BNGJ,297,6,2.02,16,5.39,True,215,74.88,0.0,9.77,142,71.83,4.93,19.01,0.0,0.0,6.21,22.92
00BNGJ0030,2001,00BNGJ,353,10,2.83,22,6.23,True,252,75.4,1.19,14.29,148,69.59,9.46,20.95,0.0,0.0,12.75,19.72
00BNGJ0031,2001,00BNGJ,232,0,0.0,3,1.29,True,149,68.46,4.03,12.08,145,29.66,24.14,15.86,0.0,0.0,2.13,56.08
00BNGJ0032,2001,00BNGJ,186,8,4.3,19,10.22,True,181,65.75,3.31,1.66,125,37.6,16.8,38.4,0.0,0.0,10.85,42.62
00BNGJ0033,2001,00BNGJ,261,0,0.0,14,5.36,True,257,49.81,4.67,2.33,120,43.33,6.67,50.0,0.0,0.0,18.25,41.32
00BNGJ0034,2001,00BNGJ,438,0,0.0,13,2.97,True,427,36.77,0.7,2.11,114,12.28,2.63,81.58,0.0,0.0,7.69,46.49
00BNGJ0035,2001,00BNGJ,286,0,0.0,15,5.24,True,220,49.55,7.73,2.73,122,14.75,68.85,11.48,4.88,0.0,9.38,56.1
00BNGJ0036,2001,00BNGJ,299,3,1.0,0,0.0,True,171,45.61,7.02,1.75,111,9.91,74.77,15.32,3.39,0.0,10.71,58.62
00BNGJ0037,2001,00BNGJ,408,0,0.0,6,1.47,True,392,29.08,2.3,0.77,113,15.93,7.96,76.11,2.68,0.0,5.5,53.15
