ward_code_2001,ward_name_2001,ward_code_1991,ward_name_1991,TOTAL_RES_1981,CHINESE_BORN_1981,CHINESE_BORN_MALE_1981,CHINESE_BORN_FEMALE_1981,ALL_EMPLOYED_1981,TOTAL_HH_1981,OWNER_OCC_HH_1981,SOCIAL_RENT_HH_1981,NO_CAR_HH_1981,OVERCROWD_GT1P5_1981,OVERCROWD_1TO1P5_1981,NO_BATH_OR_WC_1981,NO_INSIDE_BATH_OR_WC_1981,PCT_MALE_1981,PCT_FEMALE_1981,PCT_CHINESE_BORN_1981,EMP_RATE_1981,PCT_OWNER_OCC_1981,PCT_SOCIAL_RENT_1981,PCT_NO_CAR_1981,CAR_OWNERSHIP_INDEX_1981,PCT_OVERCROWD_GT1P5_1981,PCT_OVERCROWD_1TO1P5_1981,PCT_NO_BATH_OR_WC_1981,PCT_NO_INSIDE_BATH_OR_WC_1981,TOTAL_RES_1991,TOTAL_MALE_1991,TOTAL_FEMALE_1991,CHINESE_ETHNIC_1991,CHINESE_ETHNIC_MALE_1991,CHINESE_ETHNIC_FEMALE_1991,CHINESE_AGE_0_4_1991,CHINESE_AGE_5_15_1991,CHINESE_AGE_16_29_1991,CHINESE_AGE_30_PENSION_1991,CHINESE_PENSIONABLE_1991,CHINESE_LIMITING_ILLNESS_1991,CHINA_BORN_1991,CHINA_BORN_MALE_1991,CHINA_BORN_FEMALE_1991,CHINESE_16PLUS_1991,CHINESE_ECON_ACTIVE_1991,CHINESE_UNEMPLOYED_1991,CHINESE_HOUSEHOLDS_1991,CHINESE_OVERCROWD_GT1P5_1991,CHINESE_OWNER_OCC_1991,PCT_MALE_1991,PCT_FEMALE_1991,PCT_CHINESE_ETHNIC_1991,PCT_CHINA_BORN_1991,CHINESE_EMP_RATE_1991,CHINESE_UNEMP_RATE_1991,PCT_CHINESE_OVERCROWD_1991,PCT_CHINESE_OWNER_OCC_1991,total_pop,chinese_ethnic_count,asia_born_count,pop_16_74,total_hh_spaces,chinese_ethnic_pct,asia_born_pct,econ_active_rate,unemployment_rate,self_employment_rate,owner_occ_rate,council_rent_rate,private_rent_rate,overcrowd_rate,overcrowd_severe_rate,no_bath_wc_rate,no_car_rate,interp_coverage,n_source_eds,interp_uncertainty_flag
00BNFL,Charlestown,03BNFL,Charlestown,13541.124301970967,13.007705193497117,4.970660011177568,8.037045182319549,3113.6032719396776,5324.663176864851,1614.1024793696902,4.788430386541704,3299.0137935130447,33.90090311713158,165.83994883545023,43.20348155504328,10.306775885720006,45.79393934069205,54.206060659307944,0.09606074727195135,22.40947627769514,30.31370108785115,0.08992926364520057,61.9572296675392,40.498138848404544,0.6366769500919369,3.114562242284335,0.8113843095795852,0.1935667204359884,12456,5985,6471,25,13,12,1,5,7,12,0,3,1,0,1,42,30,7,18,0,7,48.04913294797688,51.95086705202312,0.2007064868336544,0.0080282594733461,71.42857142857143,16.666666666666668,0.0,38.888888888888886,10840,58,140,7454,5001,0.5349280442804428,1.2919059040590406,55.4929335793358,4.983623616236162,3.8984169741697414,49.36639944649447,38.80978782287823,8.872547970479705,1.2738680811808119,0.1671180811808118,6.066439114391144,46.090931734317344,0.9983924110183557,48,low
00BNFM,Cheetham,03BNFM,Cheetham,14672.456815825217,186.5653628310879,111.11104352517702,75.45431930591089,2875.005217630741,4877.577763291986,1751.7389267357046,7.799630516414394,3369.7977573685826,113.94166499992352,350.09438166474155,124.74393103555977,42.8091143529121,50.443306173038906,49.55669382696109,1.2715345846502326,19.474547126658795,35.91411581213657,0.15990786605420002,69.08752501557721,38.992788186771946,2.3360296960805758,7.177627885289829,2.557497534418955,0.8776715909090759,14102,6996,7106,185,100,85,20,25,58,73,9,19,21,10,11,509,230,89,203,5,77,49.609984399375975,50.390015600624025,1.3118706566444476,0.1489150475109913,45.18664047151277,17.4852652259332,2.4630541871921183,37.93103448275862,12863,225,2406,8597,4807,1.7491712664230739,18.704707300007772,44.528735909196925,6.1622972867915715,4.484194200419809,41.8687048122522,23.004725180750995,21.9910806188292,6.1605659643939985,2.0626758920936017,10.346885640985773,52.57283681878258,0.9819610682843993,46,low
00BNFN,Chorlton,03BNFN,Chorlton,13472.685912755856,38.279689169197546,18.086818655290028,20.192870513907515,3526.6717039297255,5519.43195179675,3393.0977856604786,3.996724905639654,2626.895034244784,42.68504300797641,100.03230686695808,79.78457575623182,58.908297357910335,48.66009570160255,51.33990429839745,0.28412811979053537,26.125294856410136,61.47548905926665,0.07241188840707771,47.5935758822001,52.548559673726054,0.7733593489467894,1.8123659778864454,1.445521503897868,1.067289131787082,13682,6524,7158,87,53,34,5,10,37,34,1,0,11,7,4,237,128,31,127,3,65,47.683087267943286,52.31691273205672,0.6358719485455343,0.0803976026896652,54.0084388185654,13.080168776371307,2.3622047244094486,51.181102362204726,14377,110,481,11117,6560,0.7646511789664047,3.345317521040551,74.97711205397509,3.1578090004868886,8.117974542672323,60.90286081936427,5.495511580997427,26.227002851777147,1.4084989914446686,0.6188926758016277,12.315256312165264,30.975428809904713,0.9953976609430732,43,low
00BNFP,Crumpsall,03BNFP,Crumpsall,12570.396965592063,25.354388934018377,11.634025612169328,13.720363321849048,2985.7868373041424,4890.523682812932,2974.476531413218,2.8678876957934127,2589.9871677636042,67.19760958448433,114.20368234626717,95.76632567668264,37.25872815678021,47.19169040972873,52.80830959027127,0.20169919059373312,23.92836771547137,60.82122742532878,0.05864173004359853,52.959301206653095,48.10943652071388,1.3740370958766852,2.335203543694517,1.9582018591023316,0.7618555920242417,12056,5802,6254,43,30,13,2,8,15,18,0,0,3,2,1,160,110,26,87,0,44,48.12541473125415,51.874585268745854,0.3566688785666888,0.0248838752488387,68.75,16.25,0.0,50.57471264367816,11275,34,964,7904,5006,0.30153259423503326,8.549361419068735,58.8776487804878,4.721901552106431,5.994392017738358,59.49211529933481,6.567574279379157,21.723349889135257,2.3709862527716186,0.7351565410199556,10.452858536585365,43.10710953436807,0.9712825661664888,39,low
00BNFQ,Didsbury,03BNFQ,Didsbury,12587.957992094402,43.90224369573336,18.218875813704482,25.68336788202888,3237.3160195674523,5079.394294591954,3568.79759666358,1.0,1824.5940036554327,23.222375454769196,70.99315227256683,48.74405946519528,38.22786896872522,45.89612771508068,53.932800822031496,0.34876382430975084,25.494498494626615,70.26029856479717,0.019687386763116675,35.92148783562802,65.47860350534715,0.4571878871363486,1.3976696463228586,0.9596431510956576,0.7526068415170396,13387,6360,7027,83,45,38,6,14,26,31,6,5,21,10,11,216,130,19,99,0,59,47.50877717188317,52.49122282811683,0.6200044819601106,0.1568686038694255,60.18518518518518,8.796296296296296,0.0,59.5959595959596,14383,100,707,10725,6214,0.6951387054161162,4.9157908642146975,71.62582840853787,2.1682096919974967,9.558037266217063,71.86117360773135,4.772384759785859,19.59783494403115,1.3702210943474935,0.4201898074115275,7.174243203782243,21.51763748870194,0.9915360108625227,49,low
00BNFR,Fallowfield,03BNFR,Fallowfield,11579.568331794666,104.12536536719938,64.5578545471126,39.56751082008677,2584.630871442567,4084.725340297214,1244.3245696957486,0.23943136649075877,2323.470840263477,49.830805351986555,214.23589808996934,29.41605207763613,0.07028252549694822,49.584682462513335,47.32842329379066,0.8992162953198917,22.673339377987972,30.462869985897473,0.005861627075110445,56.88193566753783,53.76943843255328,1.2199303796607472,5.24480547018569,0.7201476140252737,0.0017206181478981472,10701,5082,5619,104,56,48,2,4,47,46,5,9,31,13,18,274,144,26,93,2,40,47.49088870199047,52.50911129800953,0.971871787683394,0.2896925520979347,52.55474452554745,9.489051094890511,2.150537634408602,43.01075268817204,14117,154,1132,11044,4761,1.0916207409506269,8.018749025997025,46.350265637175035,4.642052844088688,3.923095558546433,32.07052489905788,28.672812212226386,33.712134306155704,3.9323673585039316,0.9573308776652264,7.978540058085996,45.45254940851455,1.0,49,low
00BNFS,Gorton North,03BNFS,Gorton North,13921.857284129883,21.477868717183437,14.866358089558048,6.611510627625389,3320.0362846583216,5356.804994590041,3047.551313215752,14.14895032632829,3292.1365206954356,21.725697531969807,212.08344077182,532.0343263035388,177.66280940248768,48.23069141657932,51.76930858342069,0.15427444972925397,23.488061311131073,56.89121250994843,0.26413039751526585,61.45709100891742,38.08164090300924,0.4055719324095442,3.959140588205243,9.931933808321423,3.316581611276001,13841,6620,7221,108,51,57,16,18,36,34,4,1,13,5,8,119,83,10,54,2,28,47.828914095802325,52.17108590419768,0.7802904414420924,0.0939238494328444,69.74789915966386,8.403361344537815,3.703703703703704,51.851851851851855,12724,145,252,8639,5718,1.1395064445143037,1.9797162841873626,60.01446243319711,5.059294247092109,3.9392887456774597,55.25394451430368,19.859357906318767,16.471048412448916,2.1619278528764543,0.3792298019490726,18.601521534108773,47.95440113171958,0.9774001777434467,41,low
00BNFT,Gorton South,03BNFT,Gorton South,13560.25445262915,33.025452299653416,17.638096148782683,15.387356150870731,3102.2741662643625,5123.946324269174,2193.5686640208114,15.425529608176848,3374.7219464777663,48.21339932288069,241.70949472138085,557.3667596913842,219.54459125934235,48.55693095142835,51.44306904857165,0.24354596305713297,22.881769754465786,42.810141348107884,0.3010478375839931,65.86177397084857,34.04638609175843,0.9409427084456694,4.717252668642187,10.877685370189377,4.284677812089608,13187,6308,6879,57,34,23,3,9,22,21,2,4,12,8,4,122,74,18,58,0,32,47.83498900432244,52.16501099567756,0.4322438765450823,0.0909987108515962,60.65573770491803,14.754098360655735,0.0,55.172413793103445,11458,70,509,7873,5203,0.6111380694711119,4.442446325711294,55.317928085180654,7.204818467446326,4.2184595915517535,37.202969977308435,28.203723162855642,19.523864548786875,3.7037912375632747,1.0027317158317333,14.247068423808694,56.713468319078366,0.9486812794526036,48,low
00BNFU,Harpurhey,03BNFU,Harpurhey,12510.302447754408,50.9258140187282,28.741595886813833,22.184218131914363,2556.7474150636403,4745.631115966217,1390.2291516407365,7.15952639691186,3446.5478545884885,37.77062836852512,238.41719067343018,296.37280959556716,62.9850554708439,47.4413438753387,52.558656124661304,0.4070710059281529,20.16014056767185,29.29492658970995,0.15086563245137882,72.62570078388333,31.248381663878565,0.7959031674722775,5.023930112715643,6.245171661118992,1.3272219001375132,11805,5613,6192,116,58,58,15,18,31,47,5,4,18,10,8,144,73,20,58,0,15,47.54764930114359,52.452350698856414,0.9826344769165608,0.1524777636594663,50.69444444444444,13.88888888888889,0.0,25.86206896551724,8921,102,186,6204,4207,1.1433796659567312,2.0848425064454656,49.683785450061656,6.4029806075552065,2.869195157493554,36.128002466091246,39.67293576953257,14.464558905952249,1.9359802712700367,0.23390202892052459,9.590159174980384,59.89455218024886,1.0,51,low
00BNFW,Hulme,03BNFW,Levenshulme,12384.90214844769,863.6282755510271,651.2958434008183,212.33243215020872,2075.6496013834567,5015.125113785764,128.06031899756874,4.513637099905076,4164.795533475093,79.41688634812485,276.4148227198319,20.47060872237974,2.762949085535238,54.58772829025696,42.32626048465472,6.973234549610658,15.018513139103767,2.5534820386744035,0.09000048847231788,83.04469856647736,27.59706812479987,1.5835474598593906,5.511623667373969,0.4081774284376149,0.05509232617029512,7637,4165,3472,276,210,66,7,3,155,103,8,13,123,100,23,523,139,51,198,7,2,54.53712190650779,45.46287809349221,3.613984548906639,1.6105800707083933,26.577437858508603,9.751434034416826,3.5353535353535355,1.0101010101010102,10405,372,726,8658,4127,3.5760615088899566,6.977629985583853,48.0724997597309,5.764766938971649,2.6955780874579527,18.014313310908218,43.191287842383474,18.38629793368573,4.347212878423836,2.316782316194137,4.434410379625181,59.159074483421435,0.9938618260335136,47,low
00BNFX,Levenshulme,03BNFX,Lightbowne,13524.907960809584,50.85167183844964,23.988425551552172,26.86324628689747,3308.8334420465862,5084.752231636315,3436.7749573431383,13.322287559908464,2621.7689020321523,43.41377119200011,185.63688180822643,265.3698810284871,132.34229466933218,48.023688853900325,51.976311146099675,0.3759853448600158,23.720287724803093,67.58982150517011,0.2620046553501633,51.561389475774824,49.39766320964758,0.8538030805491029,3.6508540308656685,5.218934353918144,2.6027284839155937,13257,6495,6762,77,45,32,5,15,27,29,1,6,10,5,5,194,116,22,78,0,49,48.99298483819869,51.00701516180131,0.5808252244097458,0.075431847325941,59.79381443298969,11.34020618556701,0.0,62.82051282051282,12662,115,1188,9244,5254,0.9078960669720425,9.382531985468331,62.156802242931604,5.215184804928131,6.308031906491865,60.914178644763865,5.163796398673195,24.74174774917075,2.5255725793713473,0.6332893697678091,15.497389038066656,40.62712683620281,0.9734694824799756,43,low
00BNFY,Lightbowne,03BNFY,Longsight,12786.375982725618,17.936196024595603,11.189028445046151,6.7471675795494495,3020.3003681911755,4833.272613473469,2989.852948679784,29.999123800934406,2837.4196157769265,13.511634797947481,188.94502748057835,575.2749076098426,70.3802524618653,47.93979709144583,52.060202908554174,0.14027583772624383,23.423126352061672,61.85980365239738,0.6206793243424211,58.70597093710782,40.70717508265556,0.27955457675368406,3.9092565760488216,11.902388994284697,1.4561614477459812,13182,6183,6999,39,23,16,4,1,17,17,0,1,6,2,4,64,45,9,27,1,14,46.90487027765134,53.09512972234866,0.2958579881656805,0.0455166135639508,70.3125,14.0625,3.703703703703704,51.851851851851855,10484,93,212,7345,4652,0.8875028615032429,2.021872376955361,58.40230160244182,4.590206028233498,4.293497710797404,59.53352537199542,15.64257916825639,16.39623426173216,1.3623702785196492,0.1365433040824113,14.909099580312855,47.70612552460893,0.9999999999999974,40,low
00BNFZ,Longsight,03BNFZ,Moss Side,15976.254190615758,74.43730980799283,47.48964106431451,26.94766874367832,3159.7689263442044,5552.802349182412,2235.7548793139836,38.7891726453088,3679.827565493916,169.74564778071968,419.22597003019774,395.8811071441041,285.1394723281233,50.0568590032946,49.94314099670542,0.4659246712018161,19.818853055714957,40.26354151869233,0.6985512936728258,66.26973794656547,33.68643613950505,3.0569366079762013,7.549808973336211,7.129393092883869,5.135055317971238,14928,7378,7550,230,128,102,21,37,84,84,4,8,36,17,19,425,216,63,198,5,73,49.42390139335477,50.57609860664523,1.5407288317256165,0.2411575562700964,50.8235294117647,14.823529411764708,2.525252525252525,36.86868686868687,16005,253,3120,11488,5816,1.5808728522336772,19.493988128709773,46.63899781318338,6.385540143705092,4.043741330834115,33.202024367385185,22.01982880349891,29.890927210246797,8.096749765698219,3.0037981880662294,12.799613870665416,54.214180568572324,1.0,55,low
00BNGA,Moss Side,03BNGA,Moston,15002.605388443806,69.05849006996749,41.7140286554458,27.344461414521692,2769.3517685812653,5291.679875335796,1905.593469511034,11.20300418042947,3833.421446773904,141.10118734336746,423.17037395233217,541.2964931427201,120.55807789899649,49.62945929653466,50.37054070346534,0.4603099813793797,18.93437329376745,36.01112528353976,0.211709786766316,72.44242919231098,27.694389011892362,2.6664724750458104,7.996900491367666,10.229199533888487,2.278257202611792,13103,6122,6981,154,81,73,10,9,81,48,6,6,45,20,25,406,208,74,169,0,34,46.7221247042662,53.2778752957338,1.1753033656414562,0.3434328016484774,51.23152709359606,18.22660098522168,0.0,20.118343195266277,10942,168,821,7715,4956,1.5352714311825995,7.503004935112411,47.589431548163034,7.623072564430634,3.191241089380369,24.543259002010604,28.197611953938953,20.40357521476878,4.296713580698227,1.5993428989215868,13.68513708645586,63.52933284591482,0.9995127894900768,46,low
00BNGB,Moston,03BNGB,Newton Heath,13662.596899408345,29.78387651106606,20.818632495120724,8.96524401594534,3483.8450683813194,4747.900621401846,2569.7316100664984,1.0007743075728701,2284.419367715893,30.79244018628098,206.08336143449375,56.720053351647145,4.309092328694699,48.909490813984725,51.090509186015275,0.2179957202159411,25.36129990066493,54.12353406225612,0.021078248838270447,48.11430461325461,51.37977021216691,0.6485485405376772,4.340515479737366,1.1946343842154854,0.09075784588394382,12897,6180,6717,107,55,52,11,22,31,38,5,1,15,10,5,88,62,5,35,0,26,47.91812049313794,52.08187950686206,0.8296503062727766,0.1163061177017911,70.45454545454545,5.681818181818182,0.0,74.28571428571429,12453,106,186,8692,5113,0.8512567252870795,1.49352686099735,60.31481731309724,3.9958226933269096,5.123644904842207,63.39492331165181,26.550138119328672,6.697685698225327,1.285565727134024,0.2541235043764555,6.239365614711314,35.87386734120292,0.9699912227339542,30,low
