zoneid,ward_code,year,TOTAL_RES_1991,TOTAL_MALE_1991,TOTAL_FEMALE_1991,CHINESE_ETHNIC_1991,CHINESE_ETHNIC_MALE_1991,CHINESE_ETHNIC_FEMALE_1991,PCT_CHINESE_ETHNIC_1991,CHINESE_AGE_0_4_1991,CHINESE_AGE_5_15_1991,CHINESE_AGE_16_29_1991,CHINESE_AGE_30_PENSION_1991,CHINESE_PENSIONABLE_1991,CHINESE_LIMITING_ILLNESS_1991,CHINA_BORN_1991,PCT_CHINA_BORN_1991,CHINESE_16PLUS_1991,CHINESE_ECON_ACTIVE_1991,CHINESE_UNEMPLOYED_1991,CHINESE_HOUSEHOLDS_1991,CHINESE_OVERCROWD_GT1P5_1991,CHINESE_OWNER_OCC_1991,PCT_CHINESE_OVERCROWD_1991,PCT_CHINESE_OWNER_OCC_1991
03BNFH04,03BNFH,1991,185,85,100,16,8,8,8.64864864864865,1,4,2,6,3,0,0,0.0,11,7,0,3,1,4,33.333333333333336,133.33333333333334
03BNFH05,03BNFH,1991,454,210,244,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,1,0,0,0,0,,
03BNFH06,03BNFH,1991,464,233,231,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,1,0,0,0.0,0.0
03BNFH07,03BNFH,1991,476,207,269,2,1,1,0.42016806722689076,0,0,1,1,0,0,0,0.0,4,4,0,2,0,2,0.0,100.0
03BNFH08,03BNFH,1991,465,214,251,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0.0
03BNFH09,03BNFH,1991,554,241,313,0,0,0,0.0,0,0,0,0,0,0,0,0.0,5,3,3,5,0,0,0.0,0.0
03BNFH10,03BNFH,1991,369,170,199,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,0,0,3,0,1,0.0,33.333333333333336
03BNFH11,03BNFH,1991,466,219,247,0,0,0,0.0,0,0,0,0,0,0,0,0.0,7,6,3,4,0,1,0.0,25.0
03BNFH12,03BNFH,1991,258,112,146,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,2,,
03BNFH13,03BNFH,1991,548,263,285,8,4,4,1.4598540145985401,0,0,3,4,1,0,4,0.7299270072992701,20,13,2,5,0,6,0.0,120.0
03BNFH14,03BNFH,1991,432,211,221,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,1,0,0,0.0,0.0
03BNFH15,03BNFH,1991,502,215,287,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFH16,03BNFH,1991,532,240,292,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,3,0,2,0,0,0.0,0.0
03BNFH17,03BNFH,1991,421,182,239,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFH18,03BNFH,1991,497,243,254,1,1,0,0.2012072434607646,0,0,1,0,0,0,0,0.0,1,1,1,0,0,0,,
03BNFH19,03BNFH,1991,622,285,337,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFH20,03BNFH,1991,409,176,233,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,1,0,1,0.0,100.0
03BNFH21,03BNFH,1991,170,74,96,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFH22,03BNFH,1991,153,71,82,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,1,0.0,100.0
03BNFH23,03BNFH,1991,590,272,318,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,3,1,2,0,0,0.0,0.0
03BNFH24,03BNFH,1991,579,262,317,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFH25,03BNFH,1991,574,258,316,0,0,0,0.0,0,0,0,0,0,0,0,0.0,6,3,0,3,0,1,0.0,33.333333333333336
03BNFH26,03BNFH,1991,465,220,245,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,
03BNFH27,03BNFH,1991,546,262,284,6,3,3,1.098901098901099,0,0,2,2,1,0,1,0.18315018315018314,8,6,1,2,0,1,0.0,50.0
03BNFJ01,03BNFJ,1991,524,253,271,5,3,2,0.9541984732824428,0,0,0,2,1,0,3,0.5725190839694656,14,5,1,5,0,3,0.0,60.0
03BNFJ02,03BNFJ,1991,569,288,281,9,3,6,1.5817223198594024,0,0,0,2,4,2,4,0.70298769771529,7,2,0,4,0,4,0.0,100.0
03BNFJ03,03BNFJ,1991,713,353,360,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,2,2,2,1,0,50.0,0.0
03BNFJ04,03BNFJ,1991,649,320,329,2,1,1,0.3081664098613251,0,0,2,0,0,2,0,0.0,10,5,1,2,1,1,50.0,50.0
03BNFJ05,03BNFJ,1991,438,222,216,13,6,7,2.9680365296803655,1,2,2,6,2,2,4,0.91324200913242,17,8,0,8,0,7,0.0,87.5
03BNFJ06,03BNFJ,1991,568,250,318,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,1,0,1,0,1,0.0,100.0
03BNFJ07,03BNFJ,1991,657,309,348,1,1,0,0.15220700152207,0,0,1,0,0,0,0,0.0,1,1,0,1,0,1,0.0,100.0
03BNFJ08,03BNFJ,1991,542,250,292,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,3,0,1,0,0,0.0,0.0
03BNFJ09,03BNFJ,1991,544,232,312,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,4,0,2,0,3,0.0,150.0
03BNFJ10,03BNFJ,1991,492,213,279,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,1,1,0,0,0.0,0.0
03BNFJ11,03BNFJ,1991,524,246,278,9,4,5,1.717557251908397,1,0,5,2,0,0,3,0.5725190839694656,9,3,2,2,0,2,0.0,100.0
03BNFJ12,03BNFJ,1991,615,287,328,6,3,3,0.975609756097561,0,0,4,2,0,0,1,0.16260162601626016,15,8,1,9,0,3,0.0,33.333333333333336
03BNFJ13,03BNFJ,1991,625,284,341,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,0,0,1,0,1,0.0,100.0
03BNFJ14,03BNFJ,1991,550,246,304,0,0,0,0.0,0,0,0,0,0,0,0,0.0,6,4,0,3,0,1,0.0,33.333333333333336
03BNFJ15,03BNFJ,1991,572,249,323,19,9,10,3.3216783216783217,4,4,4,7,0,0,3,0.5244755244755245,17,14,2,7,0,4,0.0,57.142857142857146
03BNFJ16,03BNFJ,1991,530,252,278,2,1,1,0.37735849056603776,0,0,2,0,0,0,2,0.37735849056603776,5,2,1,2,0,1,0.0,50.0
03BNFJ17,03BNFJ,1991,536,242,294,2,1,1,0.373134328358209,0,1,1,0,0,0,0,0.0,4,2,0,2,0,1,0.0,50.0
03BNFJ18,03BNFJ,1991,600,291,309,2,1,1,0.3333333333333333,0,0,2,0,0,0,0,0.0,7,5,1,5,0,3,0.0,60.0
03BNFJ19,03BNFJ,1991,579,277,302,0,0,0,0.0,0,0,0,0,0,0,0,0.0,6,2,0,3,0,0,0.0,0.0
03BNFJ20,03BNFJ,1991,521,218,303,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,2,0,3,0,0,0.0,0.0
03BNFJ21,03BNFJ,1991,581,264,317,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,1,0,0,0,0,,
03BNFJ22,03BNFJ,1991,557,272,285,3,2,1,0.5385996409335727,0,2,0,1,0,0,0,0.0,13,11,0,5,0,4,0.0,80.0
03BNFJ23,03BNFJ,1991,353,163,190,3,2,1,0.8498583569405099,0,0,0,2,0,0,0,0.0,4,4,0,3,0,4,0.0,133.33333333333334
03BNFJ24,03BNFJ,1991,521,255,266,9,3,6,1.727447216890595,0,0,4,4,0,0,3,0.5758157389635317,15,7,0,5,0,4,0.0,80.0
03BNFJ25,03BNFJ,1991,493,239,254,6,4,2,1.2170385395537526,0,2,1,3,0,0,0,0.0,12,8,2,6,0,2,0.0,33.333333333333336
03BNFK01,03BNFK,1991,340,180,160,11,6,5,3.235294117647059,1,1,6,2,0,0,5,1.4705882352941178,13,6,3,5,0,0,0.0,0.0
03BNFK02,03BNFK,1991,479,220,259,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,3,2,0,0,0,,
03BNFK03,03BNFK,1991,458,209,249,2,2,0,0.4366812227074236,0,0,2,2,0,2,0,0.0,6,2,2,2,0,0,0.0,0.0
03BNFK04,03BNFK,1991,526,249,277,9,5,4,1.7110266159695817,3,1,2,4,0,0,0,0.0,13,6,2,5,0,3,0.0,60.0
03BNFK05,03BNFK,1991,330,152,178,7,5,2,2.121212121212121,2,4,0,2,0,0,0,0.0,5,3,1,3,0,0,0.0,0.0
03BNFK06,03BNFK,1991,278,132,146,1,1,0,0.3597122302158273,0,0,1,0,0,1,0,0.0,1,0,0,1,0,0,0.0,0.0
03BNFK07,03BNFK,1991,491,216,275,6,4,2,1.2219959266802445,2,0,2,2,0,0,0,0.0,6,1,2,5,0,1,0.0,20.0
03BNFK08,03BNFK,1991,607,273,334,0,0,0,0.0,0,0,0,0,0,0,0,0.0,11,8,0,4,0,4,0.0,100.0
03BNFK09,03BNFK,1991,278,154,124,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,4,3,1,0,0,0.0,0.0
03BNFK10,03BNFK,1991,252,137,115,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0.0,0.0
03BNFK11,03BNFK,1991,321,173,148,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,1,0,1,0,0,0.0,0.0
03BNFK12,03BNFK,1991,232,165,67,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFK13,03BNFK,1991,361,160,201,2,1,1,0.554016620498615,0,0,0,0,0,0,0,0.0,2,1,1,1,0,0,0.0,0.0
03BNFK14,03BNFK,1991,456,211,245,29,17,12,6.359649122807017,4,16,1,7,0,0,0,0.0,23,13,5,11,3,0,27.272727272727273,0.0
03BNFK15,03BNFK,1991,443,206,237,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,1,0,2,0.0,200.0
03BNFK16,03BNFK,1991,297,128,169,1,1,0,0.3367003367003367,0,1,0,1,0,2,0,0.0,3,1,3,2,0,2,0.0,100.0
03BNFK17,03BNFK,1991,543,242,301,9,3,6,1.6574585635359116,1,3,0,3,1,2,0,0.0,4,0,0,2,0,0,0.0,0.0
03BNFK18,03BNFK,1991,347,191,156,2,2,0,0.5763688760806917,0,0,1,0,0,0,0,0.0,2,2,2,1,0,0,0.0,0.0
03BNFK19,03BNFK,1991,355,183,172,6,3,3,1.6901408450704225,0,4,0,3,0,0,0,0.0,6,4,1,2,0,0,0.0,0.0
03BNFK20,03BNFK,1991,496,221,275,10,6,4,2.0161290322580645,0,6,1,4,0,1,0,0.0,15,6,5,9,0,0,0.0,0.0
03BNFK21,03BNFK,1991,172,99,73,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFK22,03BNFK,1991,173,109,64,39,16,23,22.54335260115607,0,0,1,4,34,14,7,4.046242774566474,41,5,0,34,0,0,0.0,0.0
03BNFK23,03BNFK,1991,71,44,27,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,1,0,0,0.0,0.0
03BNFK24,03BNFK,1991,150,91,59,1,0,1,0.6666666666666666,0,0,0,1,0,0,0,0.0,5,2,0,3,0,3,0.0,100.0
03BNFK25,03BNFK,1991,74,41,33,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFK26,03BNFK,1991,180,111,69,3,0,3,1.6666666666666667,2,0,0,1,0,0,0,0.0,3,3,0,3,0,0,0.0,0.0
03BNFK27,03BNFK,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFK28,03BNFK,1991,82,54,28,1,1,0,1.2195121951219512,0,0,0,2,0,0,0,0.0,7,5,0,4,0,3,0.0,75.0
03BNFK29,03BNFK,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFK30,03BNFK,1991,67,52,15,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFK32,03BNFK,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFK33,03BNFK,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFK34,03BNFK,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFK36,03BNFK,1991,128,125,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFK37,03BNFK,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFK38,03BNFK,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFK40,03BNFK,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFK41,03BNFK,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFK42,03BNFK,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFL01,03BNFL,1991,748,340,408,4,2,2,0.5347593582887701,1,0,1,3,0,1,0,0.0,4,1,0,1,0,0,0.0,0.0
03BNFL02,03BNFL,1991,488,245,243,8,2,6,1.639344262295082,0,4,1,3,0,0,0,0.0,4,2,1,2,0,1,0.0,50.0
03BNFL03,03BNFL,1991,541,257,284,5,1,4,0.9242144177449169,0,2,2,0,0,0,0,0.0,3,2,0,1,0,0,0.0,0.0
03BNFL04,03BNFL,1991,602,295,307,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFL05,03BNFL,1991,599,292,307,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFL06,03BNFL,1991,569,258,311,3,2,1,0.5272407732864675,0,0,1,2,0,1,0,0.0,2,2,0,2,0,0,0.0,0.0
03BNFL07,03BNFL,1991,526,244,282,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFL08,03BNFL,1991,201,100,101,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFL09,03BNFL,1991,231,113,118,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,2,0,0,0.0,0.0
03BNFL10,03BNFL,1991,248,123,125,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,1,0,0,0.0,0.0
03BNFL11,03BNFL,1991,302,182,120,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFL12,03BNFL,1991,536,267,269,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFL13,03BNFL,1991,283,142,141,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFL14,03BNFL,1991,187,83,104,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFL15,03BNFL,1991,599,274,325,2,2,0,0.333889816360601,0,0,0,1,0,0,0,0.0,2,1,0,1,0,1,0.0,100.0
03BNFL16,03BNFL,1991,455,231,224,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,0,0,1,0,0,0.0,0.0
03BNFL17,03BNFL,1991,458,220,238,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFL18,03BNFL,1991,371,182,189,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFL19,03BNFL,1991,136,65,71,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFL20,03BNFL,1991,579,300,279,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFL21,03BNFL,1991,403,191,212,2,1,1,0.49627791563275436,0,0,1,2,0,0,0,0.0,4,3,1,2,0,0,0.0,0.0
03BNFL22,03BNFL,1991,406,188,218,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFL23,03BNFL,1991,545,257,288,2,1,1,0.3669724770642202,0,0,1,1,0,0,0,0.0,2,2,0,1,0,1,0.0,100.0
03BNFL24,03BNFL,1991,507,228,279,1,0,1,0.19723865877712032,0,0,0,1,0,0,1,0.19723865877712032,0,0,0,0,0,0,,
03BNFL25,03BNFL,1991,473,212,261,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,2,0,0,0,,
03BNFL26,03BNFL,1991,512,257,255,1,1,0,0.1953125,0,0,0,0,0,0,0,0.0,5,5,1,3,0,2,0.0,66.66666666666667
03BNFL27,03BNFL,1991,385,190,195,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFL28,03BNFL,1991,537,237,300,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,1,0.0,100.0
03BNFL29,03BNFL,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFM01,03BNFM,1991,522,253,269,4,3,1,0.7662835249042146,0,0,5,0,0,0,0,0.0,27,7,1,11,0,4,0.0,36.36363636363637
03BNFM02,03BNFM,1991,521,252,269,0,0,0,0.0,0,0,0,0,0,0,0,0.0,17,11,11,7,0,0,0.0,0.0
03BNFM03,03BNFM,1991,475,244,231,14,5,9,2.9473684210526314,3,5,2,3,0,1,2,0.42105263157894735,13,7,1,8,1,2,12.5,25.0
03BNFM04,03BNFM,1991,388,192,196,7,3,4,1.8041237113402062,0,0,2,2,3,1,0,0.0,28,12,6,10,0,4,0.0,40.0
03BNFM05,03BNFM,1991,560,274,286,0,0,0,0.0,0,0,0,0,0,0,0,0.0,32,10,2,15,0,5,0.0,33.333333333333336
03BNFM06,03BNFM,1991,584,289,295,4,3,1,0.684931506849315,0,1,1,2,0,0,0,0.0,19,0,0,7,0,3,0.0,42.857142857142854
03BNFM07,03BNFM,1991,242,114,128,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,3,1,2,0,2,0.0,100.0
03BNFM08,03BNFM,1991,364,182,182,7,3,4,1.9230769230769231,0,0,4,0,0,0,2,0.5494505494505495,11,6,0,5,0,3,0.0,60.0
03BNFM09,03BNFM,1991,629,337,292,1,1,0,0.1589825119236884,0,0,1,3,0,0,0,0.0,64,21,5,21,1,6,4.761904761904762,28.571428571428573
03BNFM10,03BNFM,1991,487,247,240,12,7,5,2.4640657084188913,0,1,5,6,0,2,0,0.0,23,6,1,6,0,4,0.0,66.66666666666667
03BNFM11,03BNFM,1991,526,280,246,5,3,2,0.9505703422053232,0,2,0,3,2,0,4,0.7604562737642585,9,8,0,4,0,3,0.0,75.0
03BNFM12,03BNFM,1991,449,212,237,0,0,0,0.0,0,0,0,0,0,0,0,0.0,9,5,3,3,0,1,0.0,33.333333333333336
03BNFM13,03BNFM,1991,419,217,202,28,15,13,6.682577565632458,6,3,9,10,0,1,0,0.0,22,12,3,9,0,8,0.0,88.88888888888889
03BNFM14,03BNFM,1991,406,187,219,2,1,1,0.49261083743842365,0,0,0,2,0,0,0,0.0,20,7,0,10,0,1,0.0,10.0
03BNFM15,03BNFM,1991,511,240,271,18,9,9,3.522504892367906,0,1,8,6,3,5,5,0.9784735812133072,25,13,7,11,0,4,0.0,36.36363636363637
03BNFM16,03BNFM,1991,332,159,173,0,0,0,0.0,0,0,0,0,0,0,0,0.0,5,0,1,2,0,0,0.0,0.0
03BNFM17,03BNFM,1991,450,211,239,8,6,2,1.7777777777777777,1,0,1,4,0,0,0,0.0,19,10,7,10,0,2,0.0,20.0
03BNFM18,03BNFM,1991,479,255,224,0,0,0,0.0,0,0,0,0,0,0,0,0.0,16,8,3,4,0,2,0.0,50.0
03BNFM19,03BNFM,1991,742,388,354,13,9,4,1.752021563342318,0,3,3,5,2,4,2,0.2695417789757412,56,25,15,20,0,6,0.0,30.0
03BNFM20,03BNFM,1991,465,228,237,25,13,12,5.376344086021505,2,4,9,10,0,4,3,0.6451612903225806,24,17,6,10,2,5,20.0,50.0
03BNFM21,03BNFM,1991,470,225,245,7,4,3,1.4893617021276595,0,3,0,2,1,0,1,0.2127659574468085,12,6,2,8,0,3,0.0,37.5
03BNFM22,03BNFM,1991,400,207,193,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
03BNFM23,03BNFM,1991,369,174,195,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,3,1,4,0,0,0.0,0.0
03BNFM24,03BNFM,1991,222,105,117,1,1,0,0.45045045045045046,0,0,0,2,0,0,0,0.0,4,4,2,2,0,0,0.0,0.0
03BNFM25,03BNFM,1991,499,219,280,7,4,3,1.402805611222445,2,0,0,3,2,3,1,0.20040080160320642,9,5,0,5,0,2,0.0,40.0
03BNFM26,03BNFM,1991,475,229,246,9,6,3,1.894736842105263,2,1,2,4,0,0,3,0.631578947368421,12,8,5,4,0,1,0.0,25.0
03BNFM27,03BNFM,1991,575,256,319,0,0,0,0.0,0,0,0,0,0,0,0,0.0,7,7,6,4,0,1,0.0,25.0
03BNFM28,03BNFM,1991,138,72,66,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFM29,03BNFM,1991,491,240,251,5,3,2,1.0183299389002036,0,0,3,2,0,0,0,0.0,5,4,0,1,1,2,100.0,200.0
03BNFM30,03BNFM,1991,429,203,226,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,,
03BNFM31,03BNFM,1991,260,153,107,2,0,2,0.7692307692307693,1,0,1,0,0,0,0,0.0,3,2,2,1,0,0,0.0,0.0
03BNFM32,03BNFM,1991,192,125,67,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFM33,03BNFM,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFM36,03BNFM,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFN01,03BNFN,1991,589,264,325,2,2,0,0.3395585738539898,0,0,1,0,0,0,0,0.0,17,9,1,6,0,4,0.0,66.66666666666667
03BNFN02,03BNFN,1991,553,260,293,9,5,4,1.6274864376130198,2,1,1,5,0,0,1,0.18083182640144665,7,3,1,5,0,4,0.0,80.0
03BNFN03,03BNFN,1991,548,240,308,3,1,2,0.5474452554744526,0,0,0,2,0,0,0,0.0,6,3,0,3,0,2,0.0,66.66666666666667
03BNFN04,03BNFN,1991,355,179,176,5,2,3,1.408450704225352,0,2,0,2,1,0,2,0.5633802816901409,13,9,4,10,0,0,0.0,0.0
03BNFN05,03BNFN,1991,387,178,209,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,2,0,2,0,1,0.0,50.0
03BNFN06,03BNFN,1991,494,237,257,0,0,0,0.0,0,0,0,0,0,0,0,0.0,8,3,2,4,0,2,0.0,50.0
03BNFN07,03BNFN,1991,592,309,283,7,2,5,1.1824324324324325,0,0,3,4,0,0,2,0.33783783783783783,11,5,1,3,0,3,0.0,100.0
03BNFN08,03BNFN,1991,488,219,269,0,0,0,0.0,0,0,0,0,0,0,0,0.0,6,1,0,3,0,2,0.0,66.66666666666667
03BNFN09,03BNFN,1991,219,124,95,0,0,0,0.0,0,0,0,0,0,0,0,0.0,5,4,4,3,0,1,0.0,33.333333333333336
03BNFN10,03BNFN,1991,321,163,158,2,0,2,0.6230529595015576,0,0,2,0,0,0,0,0.0,5,2,0,3,0,0,0.0,0.0
03BNFN11,03BNFN,1991,257,125,132,2,1,1,0.7782101167315175,0,0,1,0,0,0,0,0.0,6,2,0,3,1,0,33.333333333333336,0.0
03BNFN12,03BNFN,1991,404,176,228,3,2,1,0.7425742574257426,1,0,3,0,0,0,0,0.0,10,5,1,9,0,5,0.0,55.55555555555556
03BNFN13,03BNFN,1991,453,226,227,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,2,0,3,0,2,0.0,66.66666666666667
03BNFN14,03BNFN,1991,234,118,116,4,4,0,1.7094017094017093,0,0,4,0,0,0,0,0.0,6,4,0,6,0,1,0.0,16.666666666666668
03BNFN15,03BNFN,1991,367,164,203,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,2,0,2,0.0,100.0
03BNFN16,03BNFN,1991,353,198,155,0,0,0,0.0,0,0,0,0,0,0,0,0.0,11,6,5,9,1,0,11.11111111111111,0.0
03BNFN17,03BNFN,1991,259,127,132,1,0,1,0.3861003861003861,0,0,1,0,0,0,0,0.0,4,3,1,3,0,1,0.0,33.333333333333336
03BNFN18,03BNFN,1991,382,193,189,1,1,0,0.2617801047120419,0,0,1,0,0,0,0,0.0,13,8,1,5,0,2,0.0,40.0
03BNFN19,03BNFN,1991,336,175,161,1,1,0,0.2976190476190476,0,0,0,0,0,0,1,0.2976190476190476,9,6,0,5,0,4,0.0,80.0
03BNFN20,03BNFN,1991,399,205,194,9,7,2,2.255639097744361,1,0,7,1,0,0,0,0.0,11,3,0,4,0,2,0.0,50.0
03BNFN21,03BNFN,1991,446,201,245,5,4,1,1.1210762331838564,0,2,2,3,0,0,0,0.0,6,4,1,2,0,3,0.0,150.0
03BNFN22,03BNFN,1991,478,221,257,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFN23,03BNFN,1991,550,269,281,1,1,0,0.18181818181818182,0,0,1,0,0,0,0,0.0,12,8,3,5,0,1,0.0,20.0
03BNFN24,03BNFN,1991,476,230,246,2,1,1,0.42016806722689076,0,0,1,0,0,0,0,0.0,6,2,0,1,0,1,0.0,100.0
03BNFN25,03BNFN,1991,488,234,254,7,2,5,1.4344262295081966,0,2,3,2,0,0,2,0.4098360655737705,10,9,1,4,1,2,25.0,50.0
03BNFN26,03BNFN,1991,409,171,238,2,2,0,0.4889975550122249,0,0,2,0,0,0,0,0.0,3,1,0,4,0,1,0.0,25.0
03BNFN27,03BNFN,1991,335,133,202,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,1,2,2,0,1,0.0,50.0
03BNFN28,03BNFN,1991,444,209,235,2,2,0,0.45045045045045046,0,0,2,1,0,0,0,0.0,9,5,2,6,0,5,0.0,83.33333333333333
03BNFN29,03BNFN,1991,539,271,268,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFN30,03BNFN,1991,499,236,263,8,6,2,1.6032064128256514,3,0,2,4,0,0,3,0.6012024048096193,13,8,0,5,0,5,0.0,100.0
03BNFN31,03BNFN,1991,457,195,262,1,1,0,0.2188183807439825,0,0,0,1,0,0,0,0.0,5,3,0,3,0,1,0.0,33.333333333333336
03BNFN32,03BNFN,1991,566,259,307,7,5,2,1.2367491166077738,0,2,1,3,0,0,2,0.35335689045936397,20,7,1,9,1,4,11.11111111111111,44.44444444444444
03BNFP01,03BNFP,1991,381,181,200,2,2,0,0.5249343832020997,0,0,2,0,0,0,0,0.0,4,3,0,3,0,0,0.0,0.0
03BNFP02,03BNFP,1991,477,219,258,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFP03,03BNFP,1991,528,260,268,8,4,4,1.5151515151515151,0,2,3,2,0,0,0,0.0,13,6,0,6,0,4,0.0,66.66666666666667
03BNFP04,03BNFP,1991,435,179,256,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,2,0,0,0,,
03BNFP05,03BNFP,1991,621,302,319,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,2,0,1,0.0,50.0
