"ukcas_table_name","table_code","table_label","table_title","table_full_title","table_universe","table_counts"
ST378NI,ST378,Standard Tables Table 378,Age of Household Reference Person (HRP) and Number and Age of Dependent Children by Migration of Households,ST378: Age of Household Reference Person (HRP) and Number and Age of Dependent Children by Migration of Households,All Households in the Zone and Those Having Moved From the Zone to Elsewhere in the UK in the Past Year,Households
ST379NI,ST379,Standard Tables Table 379,Number and Age of Dependent Children by Migration of Households,ST379: Number and Age of Dependent Children by Migration of Households,All Households in the Zone and Those Having Moved From the Zone to Elsewhere in the UK in the Past Year,Households
ST380NI,ST380,Standard Tables Table 380,Household Composition by Migration of Households,ST380: Household Composition by Migration of Households,All Households in the Zone and Those Having Moved From the Zone to Elsewhere in the UK in the Past Year,Households
ST381NI,ST381,Standard Tables Table 381,Sex and Age by Distance to Place of Work,ST381: Sex and Age by Distance to Place of Work,All Persons Aged 16 to 74 in Employment the Week Before the Census,Persons
ST382NI,ST382,Standard Tables Table 382,Sex and Age by Distance to Place of Work (Workplace Population),ST382: Sex and Age by Distance to Place of Work (Workplace Population),All Persons Aged 16 to 74 in Employment in the Area,Persons
ST383NI,ST383,Standard Tables Table 383,Full-Time Student Status and Age by Distance to Place of Work,ST383: Full-Time Student Status and Age by Distance to Place of Work,All Persons Aged 16 to 74 in Employment the Week Before the Census,Persons
ST384NI,ST384,Standard Tables Table 384,Full-Time Student Status and Age by Distance to Place of Work (Workplace Population),ST384: Full-Time Student Status and Age by Distance to Place of Work (Workplace Population),All Persons Aged 16 to 74 in Employment in the Area,Persons
ST385NI,ST385,Standard Tables Table 385,Method of Travel to Work by Distance to Place of Work for Employed Persons who are not Full-Time Students,ST385: Method of Travel to Work by Distance to Place of Work for Employed Persons who are not Full-Time Students,All Persons Aged 16 to 74 in Employment the Week Before the Census Who Are Not Full-Time Students,Persons
ST386NI,ST386,Standard Tables Table 386,Method of Travel to Work by Distance to Place of Work for Employed Persons Who Are Not Full-Time Students (Workplace Population),ST386: Method of Travel to Work by Distance to Place of Work for Employed Persons Who Are Not Full-Time Students (Workplace Population),All Persons Aged 16 to 74 in Employment the Week Before the Census Who Are Not Full-Time Students,Persons
ST387NI,ST387,Standard Tables Table 387,Ethnic Group by Migration (Persons),ST387: Ethnic Group by Migration (Persons),All Persons Resident in the Zone and Those Having Moved From the Zone to Elsewhere in the UK in the Past Year,Persons
ST388NI,ST388,Standard Tables Table 388,Community Background (Religion or Religion Brought Up in) by Migration (Persons),ST388: Community Background (Religion or Religion Brought Up in) by Migration (Persons),All Persons Resident in the Zone and Those Having Moved From the Zone to Elsewhere in the UK in the Past Year,Persons
ST388aNI,ST388a,Standard Tables Table 388A,Religion by Migration (Persons),ST388a: Religion by Migration (Persons),All Persons Resident in the Zone and Those Having Moved From the Zone to Elsewhere in the UK in the Past Year,Persons
ST389NI,ST389,Standard Tables Table 389,Whether Living in a Household or Communal Establishment and Age and Limiting Long-Term Illness by Migration (Persons),ST389: Whether Living in a Household or Communal Establishment and Age and Limiting Long-Term Illness by Migration (Persons),All Persons Resident in the Zone and Those Having Moved From the Zone to Elsewhere in the UK in the Past Year,Persons
ST390NI,ST390,Standard Tables Table 390,Family Status by Migration (Persons),ST390: Family Status by Migration (Persons),All Persons Resident in the Zone and Those Having Moved From the Zone to Elsewhere in the UK in the Past Year,Persons
ST391NI,ST391,Standard Tables Table 391,Sex and Highest Level of Qualification by Migration (Persons),ST391: Sex and Highest Level of Qualification by Migration (Persons),All Persons Aged 16 to 74 Resident in the Zone and Those Having Moved From the Zone to Elsewhere in the UK in the Past Year,Persons
ST392NI,ST392,Standard Tables Table 392,Sex and Economic Activity by Migration (Persons),ST392: Sex and Economic Activity by Migration (Persons),All Persons Aged 16 to 74 Resident in the Zone and Those Having Moved From the Zone to Elsewhere in the UK in the Past Year,Persons
ST393NI,ST393,Standard Tables Table 393,Type and Size of Moving Groups in Households by Migration,ST393: Type and Size of Moving Groups in Households by Migration,All Groups of Persons Within a Household Who Have Moved Together From the Same Usual Address One Year Before Census Day,Persons
ST394NI,ST394,Standard Tables Table 394,Sex and Economic Activity of Moving Groupd Reference Person (GRP) by Migration (Persons),ST394: Sex and Economic Activity of Moving Groupd Reference Person (GRP) by Migration (Persons),All Moving Group Reference Persons Aged 16 to 74,Persons
ST395NI,ST395,Standard Tables Table 395,Sex and NS-SeC of Moving Group Reference Person by Migration,ST395: Sex and NS-SeC of Moving Group Reference Person by Migration,All Moving Group Reference Persons Aged 16 to 74,Persons
ST396NI,ST396,Standard Tables Table 396,Sex and Hours worked by Distance to Place of Work,ST396: Sex and Hours worked by Distance to Place of Work,All Persons Aged 16 to 74 in Employment the Week Before the Census,Persons
ST397NI,ST397,Standard Tables Table 397,Sex and Hours Worked by Distance to Place of Work (Workplace Population),ST397: Sex and Hours Worked by Distance to Place of Work (Workplace Population),All Persons Aged 16 to 74 in Employment in the area,Persons
ST398NI,ST398,Standard Tables Table 398,Sex and NS-SeC by Distance to Place of Work,ST398: Sex and NS-SeC by Distance to Place of Work,All Persons Aged 16 to 74 in Employment the Week Before the Census,Persons
ST399NI,ST399,Standard Tables Table 399,Sex and NS-SeC by Distance to Place of Work (Workplace Population),ST399: Sex and NS-SeC by Distance to Place of Work (Workplace Population),All Persons Aged 16 to 74 in Employment in the area,Persons
ST400NI,ST400,Standard Tables Table 400,Sex and Industry by Distance to Place of Work,ST400: Sex and Industry by Distance to Place of Work,All Persons Aged 16 to 74 in Employment the Week Before the Census,Persons
ST401NI,ST401,Standard Tables Table 401,Sex and Industry by Distance to Place of Work (Workplace Population),ST401: Sex and Industry by Distance to Place of Work (Workplace Population),All Persons Aged 16 to 74 in Employment in the area,Persons
ST402NI,ST402,Standard Tables Table 402,Sex and Occupation by Distance to Place of Work,ST402: Sex and Occupation by Distance to Place of Work,All Persons Aged 16 to 74 in Employment the Week Before the Census,Persons
ST403NI,ST403,Standard Tables Table 403,Sex and Occupation by Distance to Place of Work (Workplace Population),ST403: Sex and Occupation by Distance to Place of Work (Workplace Population),All Persons Aged 16 to 74 in Employment in the area,Persons
ST404NI,ST404,Standard Tables Table 404,Sex and Employment Status by Distance to Place of Work,ST404: Sex and Employment Status by Distance to Place of Work,All Persons Aged 16 to 74 in Employment the Week Before the Census,Persons
ST405NI,ST405,Standard Tables Table 405,Sex and Employment Status by Distance to Place of Work (Workplace Population),ST405: Sex and Employment Status by Distance to Place of Work (Workplace Population),All Persons Aged 16 to 74 in Employment in the area,Persons
ST406NI,ST406,Standard Tables Table 406,Sex and Family Status by Distance to Place of Work,ST406: Sex and Family Status by Distance to Place of Work,All Persons Aged 16 to 74 in Employment the Week Before the Census,Persons
ST407NI,ST407,Standard Tables Table 407,Sex and Family Status by Distance to Place of Work (Workplace Population),ST407: Sex and Family Status by Distance to Place of Work (Workplace Population),All Persons Aged 16 to 74 in Employment in the area,Persons
ST408NI,ST408,Standard Tables Table 408,Ethnic Group by Distance to Place of Work,ST408: Ethnic Group by Distance to Place of Work,All Persons Aged 16 to 74 in Employment in the week before the Census,Persons
ST409NI,ST409,Standard Tables Table 409,Ethnic Group by Distance to Place of Work (Workplace Population),ST409: Ethnic Group by Distance to Place of Work (Workplace Population),All Persons Aged 16 to 74 in Employment in the area,Persons
ST410NI,ST410,Standard Tables Table 410,Sex and Community Background (Religion or Religion Brought Up in) by Distance to Place of Work,ST410: Sex and Community Background (Religion or Religion Brought Up in) by Distance to Place of Work,All Persons Aged 16 to 74 in Employment in the week before the Census,Persons
ST410aNI,ST410a,Standard Tables Table 410A,Sex and Religion by Distance to Place of Work,ST410a: Sex and Religion by Distance to Place of Work,All Persons Aged 16 to 74 in Employment in the week before the Census,Persons
ST411NI,ST411,Standard Tables Table 411,Sex and Community Background (Religion or Religion Brought Up in) By Distance to Place of Work (Workplace Population),ST411: Sex and Community Background (Religion or Religion Brought Up in) By Distance to Place of Work (Workplace Population),All Persons Aged 16 to 74 in Employment in the area,Persons
ST411aNI,ST411a,Standard Tables Table 411A,Sex and Religion by Distance to Place of Work (Workplace Population),ST411a: Sex and Religion by Distance to Place of Work (Workplace Population),All Persons Aged 16 to 74 in Employment in the area,Persons
TT001EW,TT001,Standard Tables Theme Table 1,All Dependent Children,TT001: All Dependent Children,All dependent children,Persons; Children
TT002EW,TT002,Standard Tables Theme Table 2,Students and Schoolchildren,TT002: Students and Schoolchildren,All full-time students and schoolchildren,"Persons; Students, Schoolchildren"
TT003EW,TT003,Standard Tables Theme Table 3,People Aged 16 to 29 Years,TT003: People Aged 16 to 29 Years,All people aged 16 to 29 years,Persons
TT004EW,TT004,Standard Tables Theme Table 4,People Aged 30 to 49 Years,TT004: People Aged 30 to 49 Years,All people aged 30 to 49 years,Persons
TT005EW,TT005,Standard Tables Theme Table 5,Older People,TT005: Older People,All people aged 50 and over,Persons
TT006EW,TT006,Standard Tables Theme Table 6,Pensioner Households,TT006: Pensioner Households,All households with at least one person of pensionable age,Households
TT007EW,TT007,Standard Tables Theme Table 7,All People,TT007: All People,All people,Persons
TT008EW,TT008,Standard Tables Theme Table 8,Households,TT008: Households,All households,Households
TT009EW,TT009,Standard Tables Theme Table 9,Communal Establishment Residents,TT009: Communal Establishment Residents,All communal establishment residents excluding staff and families,Persons
TT010EW,TT010,Standard Tables Theme Table 10,"Resident, Workplace and Daytime Populations","TT010: Resident, Workplace and Daytime Populations",All people aged 16 to 74 who are either resident in the area or work in the area,Persons
TT011EW,TT011,Standard Tables Theme Table 11,Travel to Work,TT011: Travel to Work,All people aged 16 to 74 working in the week before the Census,Persons
TT012EW,TT012,Standard Tables Theme Table 12,Ethnicity of All Dependent Children in Households,TT012: Ethnicity of All Dependent Children in Households,All dependent children in households,Persons; Children
TT013EW,TT013,Standard Tables Theme Table 13,Ethnicity,TT013: Ethnicity,All people,Persons
TT015W,TT015,Standard Tables Theme Table 15,Welsh Language,TT015: Welsh Language,All people,Persons
TT016S,TT016,Standard Tables Theme Table 16,All Dependent Children,TT016: All Dependent Children,All Dependent Children,Persons
TT017S,TT017,Standard Tables Theme Table 17,Students and Schoolchildren,TT017: Students and Schoolchildren,All FT Students and Schoolchildren,Persons
TT018S,TT018,Standard Tables Theme Table 18,People Aged 16 to 29 Years,TT018: People Aged 16 to 29 Years,All People Aged 16 to 29 Years,Persons
TT019S,TT019,Standard Tables Theme Table 19,People Aged 30 to 49 Years,TT019: People Aged 30 to 49 Years,All People Aged 30 to 49 Years,Persons
TT020S,TT020,Standard Tables Theme Table 20,Older People,TT020: Older People,All People Aged 50 and Over,Persons
TT021S,TT021,Standard Tables Theme Table 21,All People,TT021: All People,All People,Persons
TT022S,TT022,Standard Tables Theme Table 22,Households,TT022: Households,All Households,Households
TT023S,TT023,Standard Tables Theme Table 23,Communal Establishment Residents,TT023: Communal Establishment Residents,All Communal Establishment Residents Excluding Staff and Families,Persons
TT025S,TT025,Standard Tables Theme Table 25,Current Religion,TT025: Current Religion,All People,Persons
TT026S,TT026,Standard Tables Theme Table 26,Religion of Upbringing,TT026: Religion of Upbringing,All People,Persons
TT027S,TT027,Standard Tables Theme Table 27,Gaelic Speakers,TT027: Gaelic Speakers,All People,Persons
TT030NI,TT030,Standard Tables Theme Table 30,Religion,TT030: Religion,All Persons,Persons
TT031NI,TT031,Standard Tables Theme Table 31,Irish Language (16 Way Classification),TT031: Irish Language (16 Way Classification),All Persons Aged 3 and Over,Persons
TT032NI,TT032,Standard Tables Theme Table 32,Irish Language And Age,TT032: Irish Language And Age,All Persons Aged 3 and Over,Persons
TT033NI,TT033,Standard Tables Theme Table 33,Migration (Persons),TT033: Migration (Persons),All Persons Resident in Northern Ireland and Those Having Moved From Northern Ireland to Elsewhere in the UK in the Past Year,Persons
TT033EW,TT033,Standard Tables Theme Table 33,Migration (People),TT033: Migration (People),"All people in the area and those who have moved from the area in the past year, within the UK",Persons
