"ukcas_table_name","table_code","table_label","table_title","table_full_title","table_universe","table_counts"
CT001S,CT001,CAS Theme Tables Table 1,Theme Table On All Dependent Children,CT001: Theme Table On All Dependent Children,All Dependent Children,People
CT001EW,CT001,CAS Theme Tables Table 1,Theme Table On All Dependent Children,CT001: Theme Table On All Dependent Children,All Dependent Children,People
CT002S,CT002,CAS Theme Tables Table 2,Theme Table On People Aged 50 and Over,CT002: Theme Table On People Aged 50 and Over,All People Aged 50 and Over,People
CT002EW,CT002,CAS Theme Tables Table 2,Theme Table On People Aged 50 and Over,CT002: Theme Table On People Aged 50 and Over,All People Aged 50 and Over,People
CT003EW,CT003,CAS Theme Tables Table 3,Theme Table On Ethnic Group - People,CT003: Theme Table On Ethnic Group - People,All People,People
CT004EW,CT004,CAS Theme Tables Table 4,Theme Table On Ethnic Group (of Household Reference Person) - Households,CT004: Theme Table On Ethnic Group (of Household Reference Person) - Households,Total Households,Households
CT005S,CT005,CAS Theme Tables Table 5,Theme Table On All People,CT005: Theme Table On All People,All People,People
CT005EW,CT005,CAS Theme Tables Table 5,Theme Table On All People,CT005: Theme Table On All People,All People,People
CT006W,CT006,CAS Theme Tables Table 6,Theme Table On Welsh Language,CT006: Theme Table On Welsh Language,All People,People
CT007S,CT007,CAS Theme Tables Table 7,Theme Table on Ethnic Group,CT007: Theme Table on Ethnic Group,All People,People
CT008S,CT008,CAS Theme Tables Table 8,Theme Table on Ethnic Group of Household Reference Person,CT008: Theme Table on Ethnic Group of Household Reference Person,All Households,Households
CT009W,CT009,CAS Theme Tables Table 9,Theme Table On Ability To Speak Welsh,CT009: Theme Table On Ability To Speak Welsh,All People,People
CT010EW,CT010,CAS Theme Tables Table 10,Theme Table On Religion - People,CT010: Theme Table On Religion - People,All People,People
CT011EW,CT011,CAS Theme Tables Table 11,Theme Table On Religion (of Household Reference Person) - Households,CT011: Theme Table On Religion (of Household Reference Person) - Households,All Households,Households
KS001S,KS001,Key Statistics Table 1,Usual Resident Population,KS001: Usual Resident Population,All people,Persons
KS001NI,KS001,Key Statistics Table 1,Usually Resident Population,KS001: Usually Resident Population,All People,Persons
KS001EW,KS001,Key Statistics Table 1,Usual resident population,KS001: Usual resident population,All people,Persons
KS002S,KS002,Key Statistics Table 2,Age Structure,KS002: Age Structure,All people,Persons
KS002NI,KS002,Key Statistics Table 2,Age Structure,KS002: Age Structure,All People,Persons
KS002EW,KS002,Key Statistics Table 2,Age structure,KS002: Age structure,All people,Persons
KS003S,KS003,Key Statistics Table 3,Living Arrangements,KS003: Living Arrangements,All people aged 16 or over in households,Persons
KS003NI,KS003,Key Statistics Table 3,Living Arrangements,KS003: Living Arrangements,All People Aged 16 and Over Living in Households,Persons
KS003EW,KS003,Key Statistics Table 3,Living arrangements,KS003: Living arrangements,All people aged 16 and over in households,Persons
KS004S,KS004,Key Statistics Table 4,Marital Status,KS004: Marital Status,All people aged 16 and over,Persons
KS004NI,KS004,Key Statistics Table 4,Marital Status,KS004: Marital Status,All People Aged 16 and Over,Persons
KS004EW,KS004,Key Statistics Table 4,Marital status,KS004: Marital status,All people aged 16 and over,Persons
KS005S,KS005,Key Statistics Table 5,Country of Birth,KS005: Country of Birth,All people,Persons
KS005NI,KS005,Key Statistics Table 5,Country of Birth,KS005: Country of Birth,All People,Persons
KS005EW,KS005,Key Statistics Table 5,Country of birth,KS005: Country of birth,All people,Persons
KS006S,KS006,Key Statistics Table 6,Ethnic Group and Language (Scotland),KS006: Ethnic Group and Language (Scotland),All people,Persons
KS006NI,KS006,Key Statistics Table 6,Ethnic Group,KS006: Ethnic Group,All People,Persons
KS006E,KS006,Key Statistics Table 6,Ethnic group,KS006: Ethnic group,All people,Persons
KS006aW,KS006a,Key Statistics Table 6A,Ethnic group (Wales),KS006a: Ethnic group (Wales),All people,Persons
KS007S,KS007,Key Statistics Table 7,Religion (Scotland),KS007: Religion (Scotland),All people,Persons
KS007EW,KS007,Key Statistics Table 7,Religion,KS007: Religion,All people,Persons
KS007aNI,KS007a,Key Statistics Table 7a,Religion,KS007a: Religion,All People,Persons
KS007bNI,KS007b,Key Statistics Table 7b,Community Background: Religion or Religion Brought Up In,KS007b: Community Background: Religion or Religion Brought Up In,All People,Persons
KS007cNI,KS007c,Key Statistics Table 7c,Religion,KS007c: Religion,All People,persons
KS008S,KS008,Key Statistics Table 8,Health and Provision of Unpaid Care,KS008: Health and Provision of Unpaid Care,All people,Persons
KS008NI,KS008,Key Statistics Table 8,Health and Provision of Unpaid Care,KS008: Health and Provision of Unpaid Care,All People,Persons
KS008EW,KS008,Key Statistics Table 8,Health and provision of unpaid care,KS008: Health and provision of unpaid care,All people,Persons
KS009aS,KS009a,Key Statistics Table 9a,Economic Activity,KS009a: Economic Activity,All people aged 16 to 74,Persons
KS009aNI,KS009a,Key Statistics Table 9a,Economic Activity - All People,KS009a: Economic Activity - All People,All People Aged 16 to 74,Persons
KS009aEW,KS009a,Key Statistics Table 9A,Economic activity - all persons,KS009a: Economic activity - all persons,All people aged 16-74,Persons
KS009bS,KS009b,Key Statistics Table 9b,Economic Activity,KS009b: Economic Activity,All males aged 16 to 74,Persons
KS009bNI,KS009b,Key Statistics Table 9b,Economic Activity - Males,KS009b: Economic Activity - Males,All Males Aged 16 to 74,Persons
KS009bEW,KS009b,Key Statistics Table 9B,Economic activity - males,KS009b: Economic activity - males,All males aged 16-74,Persons
KS009cS,KS009c,Key Statistics Table 9c,Economic Activity,KS009c: Economic Activity,All females aged 16 to 74,Persons
KS009cNI,KS009c,Key Statistics Table 9c,Economic Activity - Females,KS009c: Economic Activity - Females,All Females Aged 16 to 74,Persons
KS009cEW,KS009c,Key Statistics Table 9C,Economic activity - females,KS009c: Economic activity - females,All females aged 16-74,Persons
KS010S,KS010,Key Statistics Table 10,Hours worked,KS010: Hours worked,All people aged 16 to 74 in employment,Persons
KS010NI,KS010,Key Statistics Table 10,Hours Worked,KS010: Hours Worked,All Males and Females Aged 16 to 74 in Employment,Persons
KS010EW,KS010,Key Statistics Table 10,Hours worked,KS010: Hours worked,All people aged 16-74 in employment,Persons
KS011aS,KS011a,Key Statistics Table 11a,Industry of Employment - All People,KS011a: Industry of Employment - All People,All people aged 16 to 74 in employment,Persons
KS011aNI,KS011a,Key Statistics Table 11a,Industry of Employment - All People,KS011a: Industry of Employment - All People,All People Aged 16 to 74 in Employment,Persons
KS011aEW,KS011a,Key Statistics Table 11A,Industry of employment - all persons,KS011a: Industry of employment - all persons,All people aged 16-74 in employment,Persons
KS011bS,KS011b,Key Statistics Table 11b,Industry of Employment,KS011b: Industry of Employment,All males aged 16 to 74 in employent,Persons
KS011bNI,KS011b,Key Statistics Table 11b,Industry of Employment - Males,KS011b: Industry of Employment - Males,All Males Aged 16 to 74 in Employment,Persons
KS011bEW,KS011b,Key Statistics Table 11B,Industry of employment - males,KS011b: Industry of employment - males,All males aged 16-74 in employment,Persons
KS011cS,KS011c,Key Statistics Table 11c,Industry of Employment - All Females,KS011c: Industry of Employment - All Females,All females aged 16 to 74 in employment,Persons
KS011cNI,KS011c,Key Statistics Table 11c,Industry of Employment - Females,KS011c: Industry of Employment - Females,All Females Aged 16 to 74 in Employment,Persons
KS011cEW,KS011c,Key Statistics Table 11C,Industry of employment - females,KS011c: Industry of employment - females,All females aged 16-74 in employment,Persons
KS012aS,KS012a,Key Statistics Table 12a,Occupation Groups,KS012a: Occupation Groups,All people aged 16 to 74 in employment,Persons
KS012aNI,KS012a,Key Statistics Table 12a,Occupation Groups - All People,KS012a: Occupation Groups - All People,All People Aged 16 to 74 in Employment,Persons
KS012aEW,KS012a,Key Statistics Table 12A,Occupation groups - all persons,KS012a: Occupation groups - all persons,All people aged 16-74 in employment,Persons
KS012bS,KS012b,Key Statistics Table 12b,Occupation Groups,KS012b: Occupation Groups,All males aged 16 to 74 in employment,Persons
KS012bNI,KS012b,Key Statistics Table 12b,Occupation Groups - Males,KS012b: Occupation Groups - Males,All Males Aged 16 to 74 in Employment,Persons
KS012bEW,KS012b,Key Statistics Table 12B,Occupation groups - males,KS012b: Occupation groups - males,All males aged 16-74 in employment,Persons
KS012cS,KS012c,Key Statistics Table 12c,Occupation Groups,KS012c: Occupation Groups,All females aged 16 to 74 in employment,Persons
KS012cNI,KS012c,Key Statistics Table 12c,Occupation Groups - Females,KS012c: Occupation Groups - Females,All Females Aged 16 to 74 in Employment,Persons
KS012CEW,KS012C,Key Statistics Table 12C,Occupation groups - females,KS012C: Occupation groups - females,All females aged 16-74 in employment,Persons
KS013S,KS013,Key Statistics Table 13,Qualifications and Students (Scotland),KS013: Qualifications and Students (Scotland),All people aged 16 to 74,Persons
KS013NI,KS013,Key Statistics Table 13,Qualifications and Students,KS013: Qualifications and Students,All People Aged 16 to 74,Persons
KS013EW,KS013,Key Statistics Table 13,Qualifications and students,KS013: Qualifications and students,All people aged 16-74,Persons
KS014aS,KS014a,Key Statistics Table 14a,Socio-Economic Classifcation,KS014a: Socio-Economic Classifcation,All people aged 16 to 74,Persons
KS014aNI,KS014a,Key Statistics Table 14a,National Statistics - Socio-Economic Classification - All persons,KS014a: National Statistics - Socio-Economic Classification - All persons,All People Aged 16 to 74,Persons
KS014aEW,KS014a,Key Statistics Table 14A,National Statistics - Socio Economic Classification - all persons,KS014a: National Statistics - Socio Economic Classification - all persons,All people aged 16-74,Persons
KS014bS,KS014b,Key Statistics Table 14b,Socio-Economic Classifcation,KS014b: Socio-Economic Classifcation,All males aged 16 to 74,Persons
KS014bNI,KS014b,Key Statistics Table 14b,National Statistics - Socio-Economic Classification - Males,KS014b: National Statistics - Socio-Economic Classification - Males,All Males Aged 16 to 74,Persons
KS014bEW,KS014b,Key Statistics Table 14B,National Statistics - Socio Economic Classification - males,KS014b: National Statistics - Socio Economic Classification - males,All people aged 16-74,Persons
KS014cS,KS014c,Key Statistics Table 14c,Socio-Economic Classifcation,KS014c: Socio-Economic Classifcation,All females aged 16 to 74,Persons
KS014cNI,KS014c,Key Statistics Table 14c,National Statistics - Socio-Economic Classification - Females,KS014c: National Statistics - Socio-Economic Classification - Females,All Females Aged 16 to 74,Persons
KS014cEW,KS014c,Key Statistics Table 14C,National Statistics - Socio Economic Classification - females,KS014c: National Statistics - Socio Economic Classification - females,All people aged 16-74,Persons
KS015S,KS015,Key Statistics Table 15,Travel to Work and Place of Study (Scotland),KS015: Travel to Work and Place of Study (Scotland),All people aged 16 to 74 in employment or studying,Persons
KS015NI,KS015,Key Statistics Table 15,Travel to Work,KS015: Travel to Work,All People Aged 16 to 74 in Employment,Persons
KS015EW,KS015,Key Statistics Table 15,Travel to Work,KS015: Travel to Work,All people aged 16-74 in employment,Persons
KS016S,KS016,Key Statistics Table 16,"Dwellings, Household Spaces and Accommodation Type (Scotland)","KS016: Dwellings, Household Spaces and Accommodation Type (Scotland)",All households,Households
KS016NI,KS016,Key Statistics Table 16,"Dwellings, Household Spaces and Accommodation Type","KS016: Dwellings, Household Spaces and Accommodation Type",All Dwellings and Household Spaces,"Dwellings, Household Spaces"
KS016EW,KS016,Key Statistics Table 16,Household spaces and accommodation type,KS016: Household spaces and accommodation type,All household spaces,Household spaces
KS017S,KS017,Key Statistics Table 17,Cars or Vans,KS017: Cars or Vans,All households,Households
KS017NI,KS017,Key Statistics Table 17,Cars or Vans,KS017: Cars or Vans,All Households,Households
KS017EW,KS017,Key Statistics Table 17,Cars or vans,KS017: Cars or vans,All households,Households; Cars or vans
KS018S,KS018,Key Statistics Table 18,Tenure and Landlord (Scotland),KS018: Tenure and Landlord (Scotland),All households,Households
KS018NI,KS018,Key Statistics Table 18,Tenure,KS018: Tenure,All Households,Households
KS018EW,KS018,Key Statistics Table 18,Tenure,KS018: Tenure,All households,Households
KS019S,KS019,Key Statistics Table 19,"Rooms, Amenities, Central Heating and Floor Level","KS019: Rooms, Amenities, Central Heating and Floor Level",All households,Households
KS019NI,KS019,Key Statistics Table 19,"Rooms, Amenities, Central Heating and Lowest Floor Level","KS019: Rooms, Amenities, Central Heating and Lowest Floor Level",All Households,Households
KS019EW,KS019,Key Statistics Table 19,"Rooms, amenities, central heating and lowest floor level","KS019: Rooms, amenities, central heating and lowest floor level",All households,Households; Household size; Rooms per household
KS020S,KS020,Key Statistics Table 20,Household Composition,KS020: Household Composition,All households,Households
KS020NI,KS020,Key Statistics Table 20,Household Composition,KS020: Household Composition,All Households,Households
KS020EW,KS020,Key Statistics Table 20,Household composition,KS020: Household composition,All households,Households
KS021S,KS021,Key Statistics Table 21,Households with Dependent Children and Households with Limiting Long-Term Illness,KS021: Households with Dependent Children and Households with Limiting Long-Term Illness,All households,Households
KS021NI,KS021,Key Statistics Table 21,Households with Dependent Children and Households with Limiting Long-term Illness,KS021: Households with Dependent Children and Households with Limiting Long-term Illness,All Households,Households
KS021EW,KS021,Key Statistics Table 21,Households with LLTI and dependent children,KS021: Households with LLTI and dependent children,All households,Households
KS022S,KS022,Key Statistics Table 22,Lone Parent Households with Dependent Children,KS022: Lone Parent Households with Dependent Children,All lone parent households with dependent children,Households
KS022NI,KS022,Key Statistics Table 22,Lone Parent Households with Dependent Children,KS022: Lone Parent Households with Dependent Children,All Lone Parent Households with Dependent Children,Households
KS022EW,KS022,Key Statistics Table 22,Lone parent households with dependent children,KS022: Lone parent households with dependent children,All lone parent households with dependent children,Households; Persons
KS023S,KS023,Key Statistics Table 23,Communal Establishment Residents (Scotland),KS023: Communal Establishment Residents (Scotland),All residents of communal establishment,Persons
KS023NI,KS023,Key Statistics Table 23,Communal Establishment Residents,KS023: Communal Establishment Residents,All Communal Establishment Residents,Persons
KS023EW,KS023,Key Statistics Table 23,Communal establishment residents,KS023: Communal establishment residents,All communal establishment residents,Communal establishments; Persons
KS024S,KS024,Key Statistics Table 24,Migration,KS024: Migration,All persons,Persons
KS024NI,KS024,Key Statistics Table 24,Knowledge of Irish,KS024: Knowledge of Irish,All People Aged 3 and Over,Persons
KS025NI,KS025,Key Statistics Table 25,Migration,KS025: Migration,All Persons Resident in Specified Areas and Those Having Moved From Specified Areas to Elsewhere in the UK in the Past Year,Persons
KS025W,KS025,Key Statistics Table 25,Knowledge of Welsh (Wales),KS025: Knowledge of Welsh (Wales),All people aged 3 and over,Persons
ST001S,ST001,Standard Tables Table 1,Age by gender and resident type,ST001: Age by gender and resident type,All People,Persons
ST001NI,ST001,Standard Tables Table 1,Age by gender and resident type,ST001: Age by gender and resident type,All People,Persons
ST001EW,ST001,"2001 Census Standard Tables Table 1",Age by Sex and Type of Resident,ST001: Age by Sex and Type of Resident,All People,Persons
ST002S,ST002,Standard Tables Table 2,Age by gender and marital status,ST002: Age by gender and marital status,All People,Persons
ST002NI,ST002,Standard Tables Table 2,Age by gender and marital status,ST002: Age by gender and marital status,All People,Persons
ST002EW,ST002,"2001 Census Standard Tables Table 2",Age by Sex and Marital Status,ST002: Age by Sex and Marital Status,All People,Persons
ST003S,ST003,Standard Tables Table 3,Age of Household Reference Person (HRP) by gender and marital status (Headship),ST003: Age of Household Reference Person (HRP) by gender and marital status (Headship),All Households,Households
ST003NI,ST003,Standard Tables Table 3,Age of Household Reference Person (HRP) by gender and marital status (Headship),ST003: Age of Household Reference Person (HRP) by gender and marital status (Headship),All Households,Households
ST003EW,ST003,"2001 Census Standard Tables Table 3",Age of Household Reference Person (HRP) by Sex and Marital Status ('Headship'),ST003: Age of Household Reference Person (HRP) by Sex and Marital Status ('Headship'),All Households,Households
ST004S,ST004,Standard Tables Table 4,Age by gender and living arrangements,ST004: Age by gender and living arrangements,All People in Households,Persons
ST004NI,ST004,Standard Tables Table 4,Age by gender and living arrangements,ST004: Age by gender and living arrangements,All People in Households,Persons
ST004EW,ST004,"2001 Census Standard Tables Table 4",Age by Sex and Living Arrangements,ST004: Age by Sex and Living Arrangements,All People in Households,Persons
ST005S,ST005,Standard Tables Table 5,Age of household reference person (HRP) by gender and  living arrangements,ST005: Age of household reference person (HRP) by gender and  living arrangements,All Household Reference Persons in Households,Persons
ST005NI,ST005,Standard Tables Table 5,Age of household reference person (HRP) by gender and  living arrangements,ST005: Age of household reference person (HRP) by gender and  living arrangements,All Household Reference Persons in Households,Persons
ST005EW,ST005,"2001 Census Standard Tables Table 5",Age of Household Reference Person (HRP) by Sex and Living Arrangements,ST005: Age of Household Reference Person (HRP) by Sex and Living Arrangements,All Household Reference Persons in Households,Persons
ST006S,ST006,Standard Tables Table 6,Age of Family Reference Person (FRP) and number of dependent children by family type,ST006: Age of Family Reference Person (FRP) and number of dependent children by family type,All Families,Families
ST006NI,ST006,Standard Tables Table 6,Age of Family Reference Person (FRP) and number of dependent children by family type,ST006: Age of Family Reference Person (FRP) and number of dependent children by family type,All Families,Families
ST006EW,ST006,"2001 Census Standard Tables Table 6",Age of Family Reference Person (FRP) and Age of Dependent Children by Family Type,ST006: Age of Family Reference Person (FRP) and Age of Dependent Children by Family Type,All Families,Families
ST007S,ST007,Standard Tables Table 7,Age of Family Reference (FRP) and number and age of dependent children by family type,ST007: Age of Family Reference (FRP) and number and age of dependent children by family type,All Families,Families
ST007NI,ST007,Standard Tables Table 7,Age of Family Reference (FRP) and number and age of dependent children by family type,ST007: Age of Family Reference (FRP) and number and age of dependent children by family type,All Families,Families
ST007EW,ST007,"2001 Census Standard Tables Table 7",Age of Family Reference Person (FRP) and Number and Age of Dependent Children by Family Type,ST007: Age of Family Reference Person (FRP) and Number and Age of Dependent Children by Family Type,All Families,Families
ST008S,ST008,Standard Tables Table 8,Resident type and gender and age by migration,ST008: Resident type and gender and age by migration,All People,Persons
ST008NI,ST008,Standard Tables Table 8,Resident type and gender and age by migration,ST008: Resident type and gender and age by migration,All People,Persons
ST008EW,ST008,"2001 Census Standard Tables Table 8",Resident Type and Sex and Age by Migration ,ST008: Resident Type and Sex and Age by Migration ,All People,Persons
ST009S,ST009,Standard Tables Table 9,Age of Household Reference Person (HRP) and number of dependent children by migration of households,ST009: Age of Household Reference Person (HRP) and number of dependent children by migration of households,All Household Reference Persons in Households,Persons
ST009NI,ST009,Standard Tables Table 9,Age of Household Reference Person (HRP) and number of dependent children by migration of households,ST009: Age of Household Reference Person (HRP) and number of dependent children by migration of households,All Household Reference Persons in Households,Persons
ST009EW,ST009,"2001 Census Standard Tables Table 9",Age of Household Reference Person (HRP) and Number of Dependent Children by Migration of Households ,ST009: Age of Household Reference Person (HRP) and Number of Dependent Children by Migration of Households ,All Household Reference Persons in Households,Persons
ST010S,ST010,Standard Tables Table 10,Household composition by migration of  households,ST010: Household composition by migration of  households,All People,Persons
ST010NI,ST010,Standard Tables Table 10,Household composition by migration of  households,ST010: Household composition by migration of  households,All People,Persons
ST010EW,ST010,"2001 Census Standard Tables Table 10",Household Composition by Migration of Households,ST010: Household Composition by Migration of Households,All People,Persons
ST011S,ST011,Standard Tables Table 11,Family composition by age of Family Reference Person (FRP),ST011: Family composition by age of Family Reference Person (FRP),All Families,Families
ST011NI,ST011,Standard Tables Table 11,Family composition by age of Family Reference Person (FRP),ST011: Family composition by age of Family Reference Person (FRP),All Families,Families
ST011EW,ST011,"2001 Census Standard Tables Table 11",Family Composition by Age of Family Reference Person (FRP),ST011: Family Composition by Age of Family Reference Person (FRP),All Families,Families
ST012S,ST012,Standard Tables Table 12,Schoolchildren and students in full-time education living  away from home in term-time by age,ST012: Schoolchildren and students in full-time education living  away from home in term-time by age,All Schoolchildren and Students in Full-Time Education Who Would Reside in the Area Were They Not Living Away from Home During Term-Time,"Persons; Schoolchildren, Students"
ST012NI,ST012,Standard Tables Table 12,Schoolchildren and students in full-time education living  away from home in term-time by age,ST012: Schoolchildren and students in full-time education living  away from home in term-time by age,All Schoolchildren and Students in Full-Time Education Who Would Reside in the Area Were They Not Living Away from Home During Term-Time,"Persons; Schoolchildren, Students"
ST012EW,ST012,"2001 Census Standard Tables Table 12",Schoolchildren and Students in Full-Time Education Living Away From Home in Term-Time by Age,ST012: Schoolchildren and Students in Full-Time Education Living Away From Home in Term-Time by Age,All Schoolchildren and Students in Full-Time Education Who Would Reside in the Area Were They Not Living Away from Home During Term-Time,"Persons; Schoolchildren, Students"
ST013S,ST013,Standard Tables Table 13,Age of Household Reference Person (HRP) and tenure by economic activity,ST013: Age of Household Reference Person (HRP) and tenure by economic activity,All Households with Household Reference Person Aged 16 to 74,Households
ST013NI,ST013,Standard Tables Table 13,Age of Household Reference Person (HRP) and tenure by economic activity,ST013: Age of Household Reference Person (HRP) and tenure by economic activity,All Households with Household Reference Person Aged 16 to 74,Households
ST013EW,ST013,"2001 Census Standard Tables Table 13",Age of Household Reference Person (HRP) and Tenure by Economic Activity of HRP,ST013: Age of Household Reference Person (HRP) and Tenure by Economic Activity of HRP,All Households with Household Reference Person Aged 16 to 74,Households
ST014S,ST014,Standard Tables Table 14,Age and dependent children by household type (Adults),ST014: Age and dependent children by household type (Adults),All Adults in Households,Persons
ST014NI,ST014,Standard Tables Table 14,Age and dependent children by household type (Adults),ST014: Age and dependent children by household type (Adults),All Adults in Households,Persons
ST014EW,ST014,"2001 Census Standard Tables Table 14",Age and Dependent Children by Household Type (Adults),ST014: Age and Dependent Children by Household Type (Adults),All Adults in Households,Persons
ST015S,ST015,Standard Tables Table 15,Country of birth by gender and age,ST015: Country of birth by gender and age,All People,Persons
ST015NI,ST015,Standard Tables Table 15,Country of birth by gender and age,ST015: Country of birth by gender and age,All People,Persons
ST015EW,ST015,"2001 Census Standard Tables Table 15",Country of Birth by Sex and Age,ST015: Country of Birth by Sex and Age,All People,Persons
ST016S,ST016,Standard Tables Table 16,Gender and age by general health and limiting long-term illness,ST016: Gender and age by general health and limiting long-term illness,All People in Households,Persons
ST016NI,ST016,Standard Tables Table 16,Gender and age by general health and limiting long-term illness,ST016: Gender and age by general health and limiting long-term illness,All People in Households,Persons
ST016EW,ST016,"2001 Census Standard Tables Table 16",Sex and Age by General Health and Limiting Long-Term Illness (LLTI),ST016: Sex and Age by General Health and Limiting Long-Term Illness (LLTI),All People in Households,Persons
ST017S,ST017,Standard Tables Table 17,Tenure and age by general health and limiting long-term illness,ST017: Tenure and age by general health and limiting long-term illness,All People in Households,Persons
ST017NI,ST017,Standard Tables Table 17,Tenure and age by general health and limiting long-term illness,ST017: Tenure and age by general health and limiting long-term illness,All People in Households,Persons
ST017EW,ST017,"2001 Census Standard Tables Table 17",Tenure and Age by General Health and Limiting Long-Term Illness (LLTI),ST017: Tenure and Age by General Health and Limiting Long-Term Illness (LLTI),All People in Households,Persons
ST018S,ST018,Standard Tables Table 18,Gender and amenities and central heating by general health and limiting long-term illness,ST018: Gender and amenities and central heating by general health and limiting long-term illness,All People in Households,Persons
ST018NI,ST018,Standard Tables Table 18,Gender and amenities and central heating by general health and limiting long-term illness,ST018: Gender and amenities and central heating by general health and limiting long-term illness,All People in Households,Persons
ST018EW,ST018,"2001 Census Standard Tables Table 18",Sex and Amenities and Central Heating by General Health and Limiting Long-Term Illness (LLTI),ST018: Sex and Amenities and Central Heating by General Health and Limiting Long-Term Illness (LLTI),All People in Households,Persons
ST019S,ST019,Standard Tables Table 19,General health and limiting long-term illness and occupancy rating by age,ST019: General health and limiting long-term illness and occupancy rating by age,All People in Households,Persons
ST019NI,ST019,Standard Tables Table 19,General health and limiting long-term illness and occupancy rating by age,ST019: General health and limiting long-term illness and occupancy rating by age,All People in Households,Persons
ST019EW,ST019,"2001 Census Standard Tables Table 19",General Health and Limiting Long-Term Illness (LLTI) and Occupancy Rating by Age,ST019: General Health and Limiting Long-Term Illness (LLTI) and Occupancy Rating by Age,All People in Households,Persons
ST020S,ST020,Standard Tables Table 20,Limiting long-term illness and age by accommodation type and lowest floor level of accommodation,ST020: Limiting long-term illness and age by accommodation type and lowest floor level of accommodation,All People in Households,Persons
ST020NI,ST020,Standard Tables Table 20,Limiting long-term illness and age by accommodation type and lowest floor level of accommodation,ST020: Limiting long-term illness and age by accommodation type and lowest floor level of accommodation,All People in Households,Persons
ST020EW,ST020,"2001 Census Standard Tables Table 20",Limiting Long-Term Illness (LLTI) and Age by Accommodation Type and Lowest Floor Level of Accommodation,ST020: Limiting Long-Term Illness (LLTI) and Age by Accommodation Type and Lowest Floor Level of Accommodation,All People in Households,Persons
ST021S,ST021,Standard Tables Table 21,Economic activity and hours worked by  gender and limiting long-term illness,ST021: Economic activity and hours worked by  gender and limiting long-term illness,All People Aged 16 to 74,Persons
ST021NI,ST021,Standard Tables Table 21,Economic activity and hours worked by  gender and limiting long-term illness,ST021: Economic activity and hours worked by  gender and limiting long-term illness,All People Aged 16 to 74,Persons
ST021EW,ST021,"2001 Census Standard Tables Table 21",Economic Activity and Hours Worked by Sex and Limiting Long-Term Illness (LLTI),ST021: Economic Activity and Hours Worked by Sex and Limiting Long-Term Illness (LLTI),All People Aged 16 to 74,Persons
ST022S,ST022,Standard Tables Table 22,Gender and number of cars in household by general health and limiting long-term illness,ST022: Gender and number of cars in household by general health and limiting long-term illness,All People in Households,Persons
ST022NI,ST022,Standard Tables Table 22,Gender and number of cars in household by general health and limiting long-term illness,ST022: Gender and number of cars in household by general health and limiting long-term illness,All People in Households,Persons
ST022EW,ST022,"2001 Census Standard Tables Table 22",Sex and Number of Cars in Household by General Health and Limiting Long-Term Illness (LLTI),ST022: Sex and Number of Cars in Household by General Health and Limiting Long-Term Illness (LLTI),All People in Households,Persons
ST023S,ST023,Standard Tables Table 23,Gender and age and general health by NS-SeC,ST023: Gender and age and general health by NS-SeC,All People Aged 16 to 74,Persons
ST023NI,ST023,Standard Tables Table 23,Gender and age and general health by NS-SeC,ST023: Gender and age and general health by NS-SeC,All People Aged 16 to 74,Persons
ST023EW,ST023,"2001 Census Standard Tables Table 23",Sex and Age and General Health by National Statistics Socio-economic Classification (NS-SeC),ST023: Sex and Age and General Health by National Statistics Socio-economic Classification (NS-SeC),All People Aged 16 to 74,Persons
ST024S,ST024,Standard Tables Table 24,Gender and age and limiting long-term illness by NS-SeC,ST024: Gender and age and limiting long-term illness by NS-SeC,All People Aged 16 to 74,Persons
ST024NI,ST024,Standard Tables Table 24,Gender and age and limiting long-term illness by NS-SeC,ST024: Gender and age and limiting long-term illness by NS-SeC,All People Aged 16 to 74,Persons
ST024EW,ST024,"2001 Census Standard Tables Table 24",Sex and Age and Limiting Long-Term Illness (LLTI) by National Statistics Socio-economic Classification (NS-SeC),ST024: Sex and Age and Limiting Long-Term Illness (LLTI) by National Statistics Socio-economic Classification (NS-SeC),All People Aged 16 to 74,Persons
ST025S,ST025,Standard Tables Table 25,Gender and age by general health and provision of unpaid care,ST025: Gender and age by general health and provision of unpaid care,All People in Households,Persons
ST025NI,ST025,Standard Tables Table 25,Gender and age by general health and provision of unpaid care,ST025: Gender and age by general health and provision of unpaid care,All People in Households,Persons
ST025EW,ST025,"2001 Census Standard Tables Table 25",Sex and Age by General Health and Provision of Unpaid Care,ST025: Sex and Age by General Health and Provision of Unpaid Care,All People in Households,Persons
ST026S,ST026,Standard Tables Table 26,Gender and economic activity by general health and provision of unpaid care,ST026: Gender and economic activity by general health and provision of unpaid care,All People Aged 16 to 74 in Households,Persons
ST026NI,ST026,Standard Tables Table 26,Gender and economic activity by general health and provision of unpaid care,ST026: Gender and economic activity by general health and provision of unpaid care,All People Aged 16 to 74 in Households,Persons
ST026EW,ST026,"2001 Census Standard Tables Table 26",Sex and Economic Activity by General Health and Provision of Unpaid Care,ST026: Sex and Economic Activity by General Health and Provision of Unpaid Care,All People Aged 16 to 74 in Households,Persons
ST027S,ST027,Standard Tables Table 27,Households with a person with a LLTI and their age by number of carers in household and economic activity,ST027: Households with a person with a LLTI and their age by number of carers in household and economic activity,All Households,Households
ST027NI,ST027,Standard Tables Table 27,Households with a person with a LLTI and their age by number of carers in household and economic activity,ST027: Households with a person with a LLTI and their age by number of carers in household and economic activity,All Households,Households
