"table_name","table_column_name","description"
S03EWS,S030131,Defence Establishments // TOTAL: establishments (counts unmodified) // Establishments // Establishments; persons present not in households
S03EWS,S030132,Defence Establishments // TOTAL: Persons // Persons // Establishments; persons present not in households
S03EWS,S030133,Defence Establishments // Male // Persons // Establishments; persons present not in households
S03EWS,S030134,Defence Establishments // Female // Persons // Establishments; persons present not in households
S03EWS,S030135,Defence Establishments // Not resident // Male // Persons // Establishments; persons present not in households
S03EWS,S030136,Defence Establishments // Not resident // Female // Persons // Establishments; persons present not in households
S03EWS,S030139,Defence Establishments // Other residents // Male // Persons // Establishments; persons present not in households
S03EWS,S030140,Defence Establishments // Other residents // Female // Persons // Establishments; persons present not in households
S03EWS,S030141,Education Establishments // TOTAL: establishments (counts unmodified) // Establishments // Establishments; persons present not in households
S03EWS,S030142,Education Establishments // TOTAL: Persons // Persons // Establishments; persons present not in households
S03EWS,S030143,Education Establishments // Male // Persons // Establishments; persons present not in households
S03EWS,S030144,Education Establishments // Female // Persons // Establishments; persons present not in households
S03EWS,S030145,Education Establishments // Not resident // Male // Persons // Establishments; persons present not in households
S03EWS,S030146,Education Establishments // Not resident // Female // Persons // Establishments; persons present not in households
S03EWS,S030147,Education Establishments // Staff // Male // Persons // Establishments; persons present not in households
S03EWS,S030148,Education Establishments // Staff // Female // Persons // Establishments; persons present not in households
S03EWS,S030149,Education Establishments // Other residents // Male // Persons // Establishments; persons present not in households
S03EWS,S030150,Education Establishments // Other residents // Female // Persons // Establishments; persons present not in households
S03EWS,S030151,Other Groups // TOTAL: establishments (counts unmodified) // Establishments // Establishments; persons present not in households
S03EWS,S030152,Other Groups // TOTAL: Persons // Persons // Establishments; persons present not in households
S03EWS,S030153,Other Groups // Male // Persons // Establishments; persons present not in households
S03EWS,S030154,Other Groups // Female // Persons // Establishments; persons present not in households
S03EWS,S030155,Other Groups // Not resident // Male // Persons // Establishments; persons present not in households
S03EWS,S030156,Other Groups // Not resident // Female // Persons // Establishments; persons present not in households
S03EWS,S030157,Other Groups // Staff // Male // Persons // Establishments; persons present not in households
S03EWS,S030158,Other Groups // Staff // Female // Persons // Establishments; persons present not in households
S03EWS,S030159,Other Groups // Other residents // Male // Persons // Establishments; persons present not in households
S03EWS,S030160,Other Groups // Other residents // Female // Persons // Establishments; persons present not in households
S03EWS,S030161,"Hotels, Boarding Houses, Etc. // TOTAL: establishments (counts unmodified) // Establishments // Establishments; persons present not in households"
S03EWS,S030162,"Hotels, Boarding Houses, Etc. // TOTAL: Persons // Persons // Establishments; persons present not in households"
S03EWS,S030163,"Hotels, Boarding Houses, Etc. // Male // Persons // Establishments; persons present not in households"
S03EWS,S030164,"Hotels, Boarding Houses, Etc. // Female // Persons // Establishments; persons present not in households"
S03EWS,S030165,"Hotels, Boarding Houses, Etc. // Not resident // Male // Persons // Establishments; persons present not in households"
S03EWS,S030166,"Hotels, Boarding Houses, Etc. // Not resident // Female // Persons // Establishments; persons present not in households"
S03EWS,S030167,"Hotels, Boarding Houses, Etc. // Staff // Male // Persons // Establishments; persons present not in households"
S03EWS,S030168,"Hotels, Boarding Houses, Etc. // Staff // Female // Persons // Establishments; persons present not in households"
S03EWS,S030169,"Hotels, Boarding Houses, Etc. // Other residents // Male // Persons // Establishments; persons present not in households"
S03EWS,S030170,"Hotels, Boarding Houses, Etc. // Other residents // Female // Persons // Establishments; persons present not in households"
S03EWS,S030171,Hostels and Common Lodging Houses (Non-HA) // TOTAL: establishments (counts unmodified) // Establishments // Establishments; persons present not in households
S03EWS,S030172,Hostels and Common Lodging Houses (Non-HA) // TOTAL: Persons // Persons // Establishments; persons present not in households
S03EWS,S030173,Hostels and Common Lodging Houses (Non-HA) // Male // Persons // Establishments; persons present not in households
S03EWS,S030174,Hostels and Common Lodging Houses (Non-HA) // Female // Persons // Establishments; persons present not in households
S03EWS,S030175,Hostels and Common Lodging Houses (Non-HA) // Not resident // Male // Persons // Establishments; persons present not in households
S03EWS,S030176,Hostels and Common Lodging Houses (Non-HA) // Not resident // Female // Persons // Establishments; persons present not in households
S03EWS,S030177,Hostels and Common Lodging Houses (Non-HA) // Staff // Male // Persons // Establishments; persons present not in households
S03EWS,S030178,Hostels and Common Lodging Houses (Non-HA) // Staff // Female // Persons // Establishments; persons present not in households
S03EWS,S030179,Hostels and Common Lodging Houses (Non-HA) // Other residents // Male // Persons // Establishments; persons present not in households
S03EWS,S030180,Hostels and Common Lodging Houses (Non-HA) // Other residents // Female // Persons // Establishments; persons present not in households
S03EWS,S030181,Other Miscellaneous Establishments // TOTAL: establishments (counts unmodified) // Establishments // Establishments; persons present not in households
S03EWS,S030182,Other Miscellaneous Establishments // TOTAL: Persons // Persons // Establishments; persons present not in households
S03EWS,S030183,Other Miscellaneous Establishments // Male // Persons // Establishments; persons present not in households
S03EWS,S030184,Other Miscellaneous Establishments // Female // Persons // Establishments; persons present not in households
S03EWS,S030185,Other Miscellaneous Establishments // Not resident // Male // Persons // Establishments; persons present not in households
S03EWS,S030186,Other Miscellaneous Establishments // Not resident // Female // Persons // Establishments; persons present not in households
S03EWS,S030187,Other Miscellaneous Establishments // Staff // Male // Persons // Establishments; persons present not in households
S03EWS,S030188,Other Miscellaneous Establishments // Staff // Female // Persons // Establishments; persons present not in households
S03EWS,S030189,Other Miscellaneous Establishments // Other residents // Male // Persons // Establishments; persons present not in households
S03EWS,S030190,Other Miscellaneous Establishments // Other residents // Female // Persons // Establishments; persons present not in households
S04EWS,S040001,TOTAL: Persons // Medical and Care Establishments // Persons // Residents (non-staff) present in households
S04EWS,S040002,Under pensionable age // Medical and Care Establishments // Male // Persons // Residents (non-staff) present in households
S04EWS,S040003,Under pensionable age // Medical and Care Establishments // Female // Persons // Residents (non-staff) present in households
S04EWS,S040004,Pensionable age and over // Medical and Care Establishments // Male // Persons // Residents (non-staff) present in households
S04EWS,S040005,Pensionable age and over // Medical and Care Establishments // Female // Persons // Residents (non-staff) present in households
S04EWS,S040006,Medical and Care Establishments // Migrants // Persons // Residents (non-staff) present in households
S04EWS,S040007,TOTAL: Persons // Psychiatric // Persons // Residents (non-staff) present in households
S04EWS,S040008,Under pensionable age // Psychiatric // Male // Persons // Residents (non-staff) present in households
S04EWS,S040009,Under pensionable age // Psychiatric // Female // Persons // Residents (non-staff) present in households
S04EWS,S040010,Pensionable age and over // Psychiatric // Male // Persons // Residents (non-staff) present in households
S04EWS,S040011,Pensionable age and over // Psychiatric // Female // Persons // Residents (non-staff) present in households
S04EWS,S040012,Psychiatric // Migrants // Persons // Residents (non-staff) present in households
S04EWS,S040013,TOTAL: Persons // Other // Persons // Residents (non-staff) present in households
