"table_name","table_column_name","description"
S42EW,S420087,Two adults (1 male and 1 female) with 1 or more dependent children // Not self-contained accommodation // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420088,Two adults (1 male and 1 female) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Owned outright // Households // Households with residents; dependent children in households
S42EW,S420089,Two adults (1 male and 1 female) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Buying // Households // Households with residents; dependent children in households
S42EW,S420090,Two adults (1 male and 1 female) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Furnished // Households // Households with residents; dependent children in households
S42EW,S420091,Two adults (1 male and 1 female) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Unfurnished // Households // Households with residents; dependent children in households
S42EW,S420092,Two adults (1 male and 1 female) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Rented with a job or business // Households // Households with residents; dependent children in households
S42EW,S420093,Two adults (1 male and 1 female) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Rented from a housing association // Households // Households with residents; dependent children in households
S42EW,S420094,Two adults (1 male and 1 female) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Rented from a local authority or New Town // Households // Households with residents; dependent children in households
S42EW,S420095,No car // Two adults (1 male and 1 female) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420096,"2 or more cars // Two adults (1 male and 1 female) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households"
S42EW,S420097,Two adults (same sex) with no dependent children // All Households (May include a small number of households with no resident households) // TOTAL: Households // Households // Households with residents; dependent children in households
S42EW,S420098,Two adults (same sex) with no dependent children // All Households (May include a small number of households with no resident households) // Over 1.0 and up to 1.5 persons per room // Households // Households with residents; dependent children in households
S42EW,S420099,Two adults (same sex) with no dependent children // All Households (May include a small number of households with no resident households) // Over 1.5 persons per room // Households // Households with residents; dependent children in households
S42EW,S420100,Shared use or no inside WC // Two adults (same sex) with no dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420101,No central heating // Two adults (same sex) with no dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420102,No central heating // Two adults (same sex) with no dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420103,Two adults (same sex) with no dependent children // Not self-contained accommodation // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420104,Two adults (same sex) with no dependent children // All Households (May include a small number of households with no resident households) // Owned outright // Households // Households with residents; dependent children in households
S42EW,S420105,Two adults (same sex) with no dependent children // All Households (May include a small number of households with no resident households) // Buying // Households // Households with residents; dependent children in households
S42EW,S420106,Two adults (same sex) with no dependent children // All Households (May include a small number of households with no resident households) // Furnished // Households // Households with residents; dependent children in households
S42EW,S420107,Two adults (same sex) with no dependent children // All Households (May include a small number of households with no resident households) // Unfurnished // Households // Households with residents; dependent children in households
S42EW,S420108,Two adults (same sex) with no dependent children // All Households (May include a small number of households with no resident households) // Rented with a job or business // Households // Households with residents; dependent children in households
S42EW,S420109,Two adults (same sex) with no dependent children // All Households (May include a small number of households with no resident households) // Rented from a housing association // Households // Households with residents; dependent children in households
S42EW,S420110,Two adults (same sex) with no dependent children // All Households (May include a small number of households with no resident households) // Rented from a local authority or New Town // Households // Households with residents; dependent children in households
S42EW,S420111,No car // Two adults (same sex) with no dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420112,"2 or more cars // Two adults (same sex) with no dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households"
S42EW,S420113,Two adults (same sex) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // TOTAL: Households // Households // Households with residents; dependent children in households
S42EW,S420114,Two adults (same sex) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Over 1.0 and up to 1.5 persons per room // Households // Households with residents; dependent children in households
S42EW,S420115,Two adults (same sex) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Over 1.5 persons per room // Households // Households with residents; dependent children in households
S42EW,S420116,Shared use or no inside WC // Two adults (same sex) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420117,No central heating // Two adults (same sex) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420118,No central heating // Two adults (same sex) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420119,Two adults (same sex) with 1 or more dependent children // Not self-contained accommodation // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420120,Two adults (same sex) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Owned outright // Households // Households with residents; dependent children in households
S42EW,S420121,Two adults (same sex) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Buying // Households // Households with residents; dependent children in households
S42EW,S420122,Two adults (same sex) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Furnished // Households // Households with residents; dependent children in households
S42EW,S420123,Two adults (same sex) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Unfurnished // Households // Households with residents; dependent children in households
S42EW,S420124,Two adults (same sex) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Rented with a job or business // Households // Households with residents; dependent children in households
S42EW,S420125,Two adults (same sex) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Rented from a housing association // Households // Households with residents; dependent children in households
S42EW,S420126,Two adults (same sex) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Rented from a local authority or New Town // Households // Households with residents; dependent children in households
S42EW,S420127,No car // Two adults (same sex) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420128,"2 or more cars // Two adults (same sex) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households"
S42EW,S420129,With no dependent children // All Households (May include a small number of households with no resident households) // TOTAL: Households // Households // Households with residents; dependent children in households
S42EW,S420130,With no dependent children // All Households (May include a small number of households with no resident households) // Over 1.0 and up to 1.5 persons per room // Households // Households with residents; dependent children in households
S42EW,S420131,With no dependent children // All Households (May include a small number of households with no resident households) // Over 1.5 persons per room // Households // Households with residents; dependent children in households
S42EW,S420132,Shared use or no inside WC // With no dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420133,No central heating // With no dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420134,No central heating // With no dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420135,With no dependent children // Not self-contained accommodation // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420136,With no dependent children // All Households (May include a small number of households with no resident households) // Owned outright // Households // Households with residents; dependent children in households
S42EW,S420137,With no dependent children // All Households (May include a small number of households with no resident households) // Buying // Households // Households with residents; dependent children in households
S42EW,S420138,With no dependent children // All Households (May include a small number of households with no resident households) // Furnished // Households // Households with residents; dependent children in households
S42EW,S420139,With no dependent children // All Households (May include a small number of households with no resident households) // Unfurnished // Households // Households with residents; dependent children in households
S42EW,S420140,With no dependent children // All Households (May include a small number of households with no resident households) // Rented with a job or business // Households // Households with residents; dependent children in households
S42EW,S420141,With no dependent children // All Households (May include a small number of households with no resident households) // Rented from a housing association // Households // Households with residents; dependent children in households
S42EW,S420142,With no dependent children // All Households (May include a small number of households with no resident households) // Rented from a local authority or New Town // Households // Households with residents; dependent children in households
S42EW,S420143,No car // With no dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420144,"2 or more cars // With no dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households"
S42EW,S420145,Three or more adults (male(s) and female(s)) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // TOTAL: Households // Households // Households with residents; dependent children in households
S42EW,S420146,Three or more adults (male(s) and female(s)) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Over 1.0 and up to 1.5 persons per room // Households // Households with residents; dependent children in households
S42EW,S420147,Three or more adults (male(s) and female(s)) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Over 1.5 persons per room // Households // Households with residents; dependent children in households
S42EW,S420148,Shared use or no inside WC // Three or more adults (male(s) and female(s)) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420149,No central heating // Three or more adults (male(s) and female(s)) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420150,No central heating // Three or more adults (male(s) and female(s)) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420151,Three or more adults (male(s) and female(s)) with 1 or more dependent children // Not self-contained accommodation // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420152,Three or more adults (male(s) and female(s)) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Owned outright // Households // Households with residents; dependent children in households
S42EW,S420153,Three or more adults (male(s) and female(s)) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Buying // Households // Households with residents; dependent children in households
S42EW,S420154,Three or more adults (male(s) and female(s)) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Furnished // Households // Households with residents; dependent children in households
S42EW,S420155,Three or more adults (male(s) and female(s)) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Unfurnished // Households // Households with residents; dependent children in households
S42EW,S420156,Three or more adults (male(s) and female(s)) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Rented with a job or business // Households // Households with residents; dependent children in households
S42EW,S420157,Three or more adults (male(s) and female(s)) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Rented from a housing association // Households // Households with residents; dependent children in households
S42EW,S420158,Three or more adults (male(s) and female(s)) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Rented from a local authority or New Town // Households // Households with residents; dependent children in households
S42EW,S420159,No car // Three or more adults (male(s) and female(s)) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420160,"2 or more cars // Three or more adults (male(s) and female(s)) with 1 or more dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households"
S42EW,S420161,With no dependent children // All Households (May include a small number of households with no resident households) // TOTAL: Households // Households // Households with residents; dependent children in households
S42EW,S420162,With no dependent children // All Households (May include a small number of households with no resident households) // Over 1.0 and up to 1.5 persons per room // Households // Households with residents; dependent children in households
S42EW,S420163,With no dependent children // All Households (May include a small number of households with no resident households) // Over 1.5 persons per room // Households // Households with residents; dependent children in households
S42EW,S420164,Shared use or no inside WC // With no dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420165,No central heating // With no dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420166,No central heating // With no dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420167,With no dependent children // Not self-contained accommodation // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420168,With no dependent children // All Households (May include a small number of households with no resident households) // Owned outright // Households // Households with residents; dependent children in households
S42EW,S420169,With no dependent children // All Households (May include a small number of households with no resident households) // Buying // Households // Households with residents; dependent children in households
S42EW,S420170,With no dependent children // All Households (May include a small number of households with no resident households) // Furnished // Households // Households with residents; dependent children in households
S42EW,S420171,With no dependent children // All Households (May include a small number of households with no resident households) // Unfurnished // Households // Households with residents; dependent children in households
S42EW,S420172,With no dependent children // All Households (May include a small number of households with no resident households) // Rented with a job or business // Households // Households with residents; dependent children in households
S42EW,S420173,With no dependent children // All Households (May include a small number of households with no resident households) // Rented from a housing association // Households // Households with residents; dependent children in households
S42EW,S420174,With no dependent children // All Households (May include a small number of households with no resident households) // Rented from a local authority or New Town // Households // Households with residents; dependent children in households
S42EW,S420175,No car // With no dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420176,"2 or more cars // With no dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households"
S42EW,S420177,With 1 or more dependent children // All Households (May include a small number of households with no resident households) // TOTAL: Households // Households // Households with residents; dependent children in households
S42EW,S420178,With 1 or more dependent children // All Households (May include a small number of households with no resident households) // Over 1.0 and up to 1.5 persons per room // Households // Households with residents; dependent children in households
S42EW,S420179,With 1 or more dependent children // All Households (May include a small number of households with no resident households) // Over 1.5 persons per room // Households // Households with residents; dependent children in households
S42EW,S420180,Shared use or no inside WC // With 1 or more dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420181,No central heating // With 1 or more dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420182,No central heating // With 1 or more dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420183,With 1 or more dependent children // Not self-contained accommodation // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420184,With 1 or more dependent children // All Households (May include a small number of households with no resident households) // Owned outright // Households // Households with residents; dependent children in households
S42EW,S420185,With 1 or more dependent children // All Households (May include a small number of households with no resident households) // Buying // Households // Households with residents; dependent children in households
S42EW,S420186,With 1 or more dependent children // All Households (May include a small number of households with no resident households) // Furnished // Households // Households with residents; dependent children in households
S42EW,S420187,With 1 or more dependent children // All Households (May include a small number of households with no resident households) // Unfurnished // Households // Households with residents; dependent children in households
S42EW,S420188,With 1 or more dependent children // All Households (May include a small number of households with no resident households) // Rented with a job or business // Households // Households with residents; dependent children in households
S42EW,S420189,With 1 or more dependent children // All Households (May include a small number of households with no resident households) // Rented from a housing association // Households // Households with residents; dependent children in households
S42EW,S420190,With 1 or more dependent children // All Households (May include a small number of households with no resident households) // Rented from a local authority or New Town // Households // Households with residents; dependent children in households
S42EW,S420191,No car // With 1 or more dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households
S42EW,S420192,"2 or more cars // With 1 or more dependent children // All Households (May include a small number of households with no resident households) // Households // Households with residents; dependent children in households"
S42EW,S420193,TOTAL: Dependent Children // Dependent children aged 0-18 // TOTAL: Households // Persons // Households with residents; dependent children in households
S42EW,S420194,TOTAL: Dependent Children // Dependent children aged 0-18 // Over 1.0 and up to 1.5 persons per room // Persons // Households with residents; dependent children in households
S42EW,S420195,TOTAL: Dependent Children // Dependent children aged 0-18 // Over 1.5 persons per room // Persons // Households with residents; dependent children in households
S42EW,S420196,Shared use or no inside WC // TOTAL: Dependent Children // Dependent children aged 0-18 // Persons // Households with residents; dependent children in households
S42EW,S420197,No central heating // TOTAL: Dependent Children // Dependent children aged 0-18 // Persons // Households with residents; dependent children in households
S42EW,S420198,No central heating // TOTAL: Dependent Children // Dependent children aged 0-18 // Persons // Households with residents; dependent children in households
S42EW,S420199,TOTAL: Dependent Children // Dependent children aged 0-18 // Not self-contained accommodation // Persons // Households with residents; dependent children in households
S42EW,S420200,TOTAL: Dependent Children // Dependent children aged 0-18 // Owned outright // Persons // Households with residents; dependent children in households
S42EW,S420201,TOTAL: Dependent Children // Dependent children aged 0-18 // Buying // Persons // Households with residents; dependent children in households
S42EW,S420202,TOTAL: Dependent Children // Dependent children aged 0-18 // Furnished // Persons // Households with residents; dependent children in households
S42EW,S420203,TOTAL: Dependent Children // Dependent children aged 0-18 // Unfurnished // Persons // Households with residents; dependent children in households
S42EW,S420204,TOTAL: Dependent Children // Dependent children aged 0-18 // Rented with a job or business // Persons // Households with residents; dependent children in households
S42EW,S420205,TOTAL: Dependent Children // Dependent children aged 0-18 // Rented from a housing association // Persons // Households with residents; dependent children in households
S42EW,S420206,TOTAL: Dependent Children // Dependent children aged 0-18 // Rented from a local authority or New Town // Persons // Households with residents; dependent children in households
S42EW,S420207,No car // TOTAL: Dependent Children // Dependent children aged 0-18 // Persons // Households with residents; dependent children in households
S42EW,S420208,"2 or more cars // TOTAL: Dependent Children // Dependent children aged 0-18 // Persons // Households with residents; dependent children in households"
S42EW,S420209,TOTAL: Dependent Children // Dependent children aged 0-4 // TOTAL: Households // Persons // Households with residents; dependent children in households
S42EW,S420210,TOTAL: Dependent Children // Dependent children aged 0-4 // Over 1.0 and up to 1.5 persons per room // Persons // Households with residents; dependent children in households
S42EW,S420211,TOTAL: Dependent Children // Dependent children aged 0-4 // Over 1.5 persons per room // Persons // Households with residents; dependent children in households
S42EW,S420212,Shared use or no inside WC // TOTAL: Dependent Children // Dependent children aged 0-4 // Persons // Households with residents; dependent children in households
S42EW,S420213,No central heating // TOTAL: Dependent Children // Dependent children aged 0-4 // Persons // Households with residents; dependent children in households
S42EW,S420214,No central heating // TOTAL: Dependent Children // Dependent children aged 0-4 // Persons // Households with residents; dependent children in households
S42EW,S420215,TOTAL: Dependent Children // Dependent children aged 0-4 // Not self-contained accommodation // Persons // Households with residents; dependent children in households
S42EW,S420216,TOTAL: Dependent Children // Dependent children aged 0-4 // Owned outright // Persons // Households with residents; dependent children in households
S42EW,S420217,TOTAL: Dependent Children // Dependent children aged 0-4 // Buying // Persons // Households with residents; dependent children in households
S42EW,S420218,TOTAL: Dependent Children // Dependent children aged 0-4 // Furnished // Persons // Households with residents; dependent children in households
S42EW,S420219,TOTAL: Dependent Children // Dependent children aged 0-4 // Unfurnished // Persons // Households with residents; dependent children in households
S42EW,S420220,TOTAL: Dependent Children // Dependent children aged 0-4 // Rented with a job or business // Persons // Households with residents; dependent children in households
S42EW,S420221,TOTAL: Dependent Children // Dependent children aged 0-4 // Rented from a housing association // Persons // Households with residents; dependent children in households
S42EW,S420222,TOTAL: Dependent Children // Dependent children aged 0-4 // Rented from a local authority or New Town // Persons // Households with residents; dependent children in households
S42EW,S420223,No car // TOTAL: Dependent Children // Dependent children aged 0-4 // Persons // Households with residents; dependent children in households
S42EW,S420224,"2 or more cars // TOTAL: Dependent Children // Dependent children aged 0-4 // Persons // Households with residents; dependent children in households"
S42EW,S420225,TOTAL: Dependent Children // Dependent children aged 5-15 // TOTAL: Households // Persons // Households with residents; dependent children in households
S42EW,S420226,TOTAL: Dependent Children // Dependent children aged 5-15 // Over 1.0 and up to 1.5 persons per room // Persons // Households with residents; dependent children in households
S42EW,S420227,TOTAL: Dependent Children // Dependent children aged 5-15 // Over 1.5 persons per room // Persons // Households with residents; dependent children in households
S42EW,S420228,Shared use or no inside WC // TOTAL: Dependent Children // Dependent children aged 5-15 // Persons // Households with residents; dependent children in households
S42EW,S420229,No central heating // TOTAL: Dependent Children // Dependent children aged 5-15 // Persons // Households with residents; dependent children in households
S42EW,S420230,No central heating // TOTAL: Dependent Children // Dependent children aged 5-15 // Persons // Households with residents; dependent children in households
S42EW,S420231,TOTAL: Dependent Children // Dependent children aged 5-15 // Not self-contained accommodation // Persons // Households with residents; dependent children in households
S42EW,S420232,TOTAL: Dependent Children // Dependent children aged 5-15 // Owned outright // Persons // Households with residents; dependent children in households
S42EW,S420233,TOTAL: Dependent Children // Dependent children aged 5-15 // Buying // Persons // Households with residents; dependent children in households
S42EW,S420234,TOTAL: Dependent Children // Dependent children aged 5-15 // Furnished // Persons // Households with residents; dependent children in households
S42EW,S420235,TOTAL: Dependent Children // Dependent children aged 5-15 // Unfurnished // Persons // Households with residents; dependent children in households
S42EW,S420236,TOTAL: Dependent Children // Dependent children aged 5-15 // Rented with a job or business // Persons // Households with residents; dependent children in households
S42EW,S420237,TOTAL: Dependent Children // Dependent children aged 5-15 // Rented from a housing association // Persons // Households with residents; dependent children in households
S42EW,S420238,TOTAL: Dependent Children // Dependent children aged 5-15 // Rented from a local authority or New Town // Persons // Households with residents; dependent children in households
S42EW,S420239,No car // TOTAL: Dependent Children // Dependent children aged 5-15 // Persons // Households with residents; dependent children in households
S42EW,S420240,"2 or more cars // TOTAL: Dependent Children // Dependent children aged 5-15 // Persons // Households with residents; dependent children in households"
S42EW,S420241,TOTAL: Dependent Children // Dependent children aged 16-17 // TOTAL: Households // Persons // Households with residents; dependent children in households
S42EW,S420242,TOTAL: Dependent Children // Dependent children aged 16-17 // Over 1.0 and up to 1.5 persons per room // Persons // Households with residents; dependent children in households
S42EW,S420243,TOTAL: Dependent Children // Dependent children aged 16-17 // Over 1.5 persons per room // Persons // Households with residents; dependent children in households
S42EW,S420244,Shared use or no inside WC // TOTAL: Dependent Children // Dependent children aged 16-17 // Persons // Households with residents; dependent children in households
S42EW,S420245,No central heating // TOTAL: Dependent Children // Dependent children aged 16-17 // Persons // Households with residents; dependent children in households
S42EW,S420246,No central heating // TOTAL: Dependent Children // Dependent children aged 16-17 // Persons // Households with residents; dependent children in households
S42EW,S420247,TOTAL: Dependent Children // Dependent children aged 16-17 // Not self-contained accommodation // Persons // Households with residents; dependent children in households
S42EW,S420248,TOTAL: Dependent Children // Dependent children aged 16-17 // Owned outright // Persons // Households with residents; dependent children in households
S42EW,S420249,TOTAL: Dependent Children // Dependent children aged 16-17 // Buying // Persons // Households with residents; dependent children in households
S42EW,S420250,TOTAL: Dependent Children // Dependent children aged 16-17 // Furnished // Persons // Households with residents; dependent children in households
S42EW,S420251,TOTAL: Dependent Children // Dependent children aged 16-17 // Unfurnished // Persons // Households with residents; dependent children in households
S42EW,S420252,TOTAL: Dependent Children // Dependent children aged 16-17 // Rented with a job or business // Persons // Households with residents; dependent children in households
S42EW,S420253,TOTAL: Dependent Children // Dependent children aged 16-17 // Rented from a housing association // Persons // Households with residents; dependent children in households
S42EW,S420254,TOTAL: Dependent Children // Dependent children aged 16-17 // Rented from a local authority or New Town // Persons // Households with residents; dependent children in households
S42EW,S420255,No car // TOTAL: Dependent Children // Dependent children aged 16-17 // Persons // Households with residents; dependent children in households
S42EW,S420256,"2 or more cars // TOTAL: Dependent Children // Dependent children aged 16-17 // Persons // Households with residents; dependent children in households"
S42S,S420001,All Households (May include a small number of households with no resident adults) // TOTAL: Households // Households // Households with residents; dependent children in households
S42S,S420002,All Households (May include a small number of households with no resident adults) // Over 1.0 and up to 1.5 persons per room // Households // Households with residents; dependent children in households
S42S,S420003,All Households (May include a small number of households with no resident adults) // Over 1.5 persons per room // Households // Households with residents; dependent children in households
S42S,S420004,Shared use or no inside WC // All Households (May include a small number of households with no resident adults) // Households // Households with residents; dependent children in households
S42S,S420005,No central heating // All Households (May include a small number of households with no resident adults) // Households // Households with residents; dependent children in households
S42S,S420006,No central heating // All Households (May include a small number of households with no resident adults) // Households // Households with residents; dependent children in households
S42S,S420007,Not self-contained accommodation // All Households (May include a small number of households with no resident adults) // Households // Households with residents; dependent children in households
S42S,S420008,All Households (May include a small number of households with no resident adults) // Owned outright // Households // Households with residents; dependent children in households
S42S,S420009,All Households (May include a small number of households with no resident adults) // Buying // Households // Households with residents; dependent children in households
S42S,S420010,All Households (May include a small number of households with no resident adults) // Furnished // Households // Households with residents; dependent children in households
S42S,S420011,All Households (May include a small number of households with no resident adults) // Unfurnished // Households // Households with residents; dependent children in households
S42S,S420012,All Households (May include a small number of households with no resident adults) // Rented with a job or business // Households // Households with residents; dependent children in households
S42S,S420013,All Households (May include a small number of households with no resident adults) // Rented from a housing association // Households // Households with residents; dependent children in households
S42S,S420014,All Households (May include a small number of households with no resident adults) // Rented from a local authority // Households // Households with residents; dependent children in households
S42S,S420015,All Households (May include a small number of households with no resident adults) // Rented from a New Town or Scottish Homes // Households // Households with residents; dependent children in households
S42S,S420016,No car // All Households (May include a small number of households with no resident adults) // Households // Households with residents; dependent children in households
S42S,S420017,"2 or more cars // All Households (May include a small number of households with no resident adults) // Households // Households with residents; dependent children in households"
S42S,S420018,One adult of pensionable age with no dependent children // All Households (May include a small number of households with no resident adults) // TOTAL: Households // Households // Households with residents; dependent children in households
S42S,S420019,One adult of pensionable age with no dependent children // All Households (May include a small number of households with no resident adults) // Over 1.0 and up to 1.5 persons per room // Households // Households with residents; dependent children in households
S42S,S420020,One adult of pensionable age with no dependent children // All Households (May include a small number of households with no resident adults) // Over 1.5 persons per room // Households // Households with residents; dependent children in households
S42S,S420021,Shared use or no inside WC // One adult of pensionable age with no dependent children // All Households (May include a small number of households with no resident adults) // Households // Households with residents; dependent children in households
S42S,S420022,No central heating // One adult of pensionable age with no dependent children // All Households (May include a small number of households with no resident adults) // Households // Households with residents; dependent children in households
S42S,S420023,No central heating // One adult of pensionable age with no dependent children // All Households (May include a small number of households with no resident adults) // Households // Households with residents; dependent children in households
S42S,S420024,One adult of pensionable age with no dependent children // Not self-contained accommodation // All Households (May include a small number of households with no resident adults) // Households // Households with residents; dependent children in households
S42S,S420025,One adult of pensionable age with no dependent children // All Households (May include a small number of households with no resident adults) // Owned outright // Households // Households with residents; dependent children in households
S42S,S420026,One adult of pensionable age with no dependent children // All Households (May include a small number of households with no resident adults) // Buying // Households // Households with residents; dependent children in households
S42S,S420027,One adult of pensionable age with no dependent children // All Households (May include a small number of households with no resident adults) // Furnished // Households // Households with residents; dependent children in households
S42S,S420028,One adult of pensionable age with no dependent children // All Households (May include a small number of households with no resident adults) // Unfurnished // Households // Households with residents; dependent children in households
S42S,S420029,One adult of pensionable age with no dependent children // All Households (May include a small number of households with no resident adults) // Rented with a job or business // Households // Households with residents; dependent children in households
S42S,S420030,One adult of pensionable age with no dependent children // All Households (May include a small number of households with no resident adults) // Rented from a housing association // Households // Households with residents; dependent children in households
S42S,S420031,One adult of pensionable age with no dependent children // All Households (May include a small number of households with no resident adults) // Rented from a local authority // Households // Households with residents; dependent children in households
S42S,S420032,One adult of pensionable age with no dependent children // All Households (May include a small number of households with no resident adults) // Rented from a New Town or Scottish Homes // Households // Households with residents; dependent children in households
