"table_file_name","table_column_name","description"
af002_ons,AF0020079,Age 18 to 19// Associated persons in households// All in wholly moving households// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020080,Age 18 to 19// Associated persons in households// All in wholly moving households// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020081,Age 18 to 19// Household Reference Person (HRP)// Resident in this area 1 year ago but resident at a different address on census day// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020082,Age 18 to 19// Household Reference Person (HRP)// Resident in this area 1 year ago but resident at a different address on census day// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020083,Age 18 to 19// Associated persons in households// Resident in this area 1 year ago but resident at a different address on census day// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020084,Age 18 to 19// Associated persons in households// Resident in this area 1 year ago but resident at a different address on census day// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020085,Age 20 to 24// Household Reference Person (HRP)// All categories: Migration (Armed Forces)// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020086,Age 20 to 24// Household Reference Person (HRP)// All categories: Migration (Armed Forces)// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020087,Age 20 to 24// Associated persons in households// All categories: Migration (Armed Forces)// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020088,Age 20 to 24// Associated persons in households// All categories: Migration (Armed Forces)// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020089,Age 20 to 24// Household Reference Person (HRP)// All in wholly moving households// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020090,Age 20 to 24// Household Reference Person (HRP)// All in wholly moving households// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020091,Age 20 to 24// Associated persons in households// All in wholly moving households// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020092,Age 20 to 24// Associated persons in households// All in wholly moving households// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020093,Age 20 to 24// Household Reference Person (HRP)// Resident in this area 1 year ago but resident at a different address on census day// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020094,Age 20 to 24// Household Reference Person (HRP)// Resident in this area 1 year ago but resident at a different address on census day// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020095,Age 20 to 24// Associated persons in households// Resident in this area 1 year ago but resident at a different address on census day// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020096,Age 20 to 24// Associated persons in households// Resident in this area 1 year ago but resident at a different address on census day// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020097,Age 25 to 29// Household Reference Person (HRP)// All categories: Migration (Armed Forces)// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020098,Age 25 to 29// Household Reference Person (HRP)// All categories: Migration (Armed Forces)// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020099,Age 25 to 29// Associated persons in households// All categories: Migration (Armed Forces)// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020100,Age 25 to 29// Associated persons in households// All categories: Migration (Armed Forces)// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020101,Age 25 to 29// Household Reference Person (HRP)// All in wholly moving households// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020102,Age 25 to 29// Household Reference Person (HRP)// All in wholly moving households// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020103,Age 25 to 29// Associated persons in households// All in wholly moving households// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020104,Age 25 to 29// Associated persons in households// All in wholly moving households// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020105,Age 25 to 29// Household Reference Person (HRP)// Resident in this area 1 year ago but resident at a different address on census day// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020106,Age 25 to 29// Household Reference Person (HRP)// Resident in this area 1 year ago but resident at a different address on census day// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020107,Age 25 to 29// Associated persons in households// Resident in this area 1 year ago but resident at a different address on census day// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020108,Age 25 to 29// Associated persons in households// Resident in this area 1 year ago but resident at a different address on census day// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020109,Age 30 to 34// Household Reference Person (HRP)// All categories: Migration (Armed Forces)// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020110,Age 30 to 34// Household Reference Person (HRP)// All categories: Migration (Armed Forces)// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020111,Age 30 to 34// Associated persons in households// All categories: Migration (Armed Forces)// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020112,Age 30 to 34// Associated persons in households// All categories: Migration (Armed Forces)// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020113,Age 30 to 34// Household Reference Person (HRP)// All in wholly moving households// Males// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020114,Age 30 to 34// Household Reference Person (HRP)// All in wholly moving households// Females// Persons// All People Resident in Households with Armed Forces Personnel
af002_ons,AF0020115,Age 30 to 34// Associated persons in households// All in wholly moving households// Males// Persons// All People Resident in Households with Armed Forces Personnel
