"table_file_name","table_column_name","description"
st114_ons,ST1140045,"Age 16 to 74// 5. Lower supervisory and technical occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140046,"Age 16 to 74// 5. Lower supervisory and technical occupations// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140047,"Age 16 to 74// 5. Lower supervisory and technical occupations// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140048,Age 16 to 74// 5. Lower supervisory and technical occupations// Other qualifications/level unknown// All categories: Sex// Persons// All People Aged 16 to 74
st114_ons,ST1140049,Age 16 to 74// 6. Semi-routine occupations// No qualifications// All categories: Sex// Persons// All People Aged 16 to 74
st114_ons,ST1140050,"Age 16 to 74// 6. Semi-routine occupations// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140051,"Age 16 to 74// 6. Semi-routine occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140052,"Age 16 to 74// 6. Semi-routine occupations// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140053,"Age 16 to 74// 6. Semi-routine occupations// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140054,Age 16 to 74// 6. Semi-routine occupations// Other qualifications/level unknown// All categories: Sex// Persons// All People Aged 16 to 74
st114_ons,ST1140055,Age 16 to 74// 7. Routine occupations// No qualifications// All categories: Sex// Persons// All People Aged 16 to 74
st114_ons,ST1140056,"Age 16 to 74// 7. Routine occupations// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140057,"Age 16 to 74// 7. Routine occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140058,"Age 16 to 74// 7. Routine occupations// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140059,"Age 16 to 74// 7. Routine occupations// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140060,Age 16 to 74// 7. Routine occupations// Other qualifications/level unknown// All categories: Sex// Persons// All People Aged 16 to 74
st114_ons,ST1140061,Age 16 to 74// 8. Never worked or long-term unemployed// No qualifications// All categories: Sex// Persons// All People Aged 16 to 74
st114_ons,ST1140062,"Age 16 to 74// 8. Never worked or long-term unemployed// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140063,"Age 16 to 74// 8. Never worked or long-term unemployed// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140064,"Age 16 to 74// 8. Never worked or long-term unemployed// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140065,"Age 16 to 74// 8. Never worked or long-term unemployed// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140066,Age 16 to 74// 8. Never worked or long-term unemployed// Other qualifications/level unknown// All categories: Sex// Persons// All People Aged 16 to 74
st114_ons,ST1140067,Age 16 to 74// L14.1 Never worked// No qualifications// All categories: Sex// Persons// All People Aged 16 to 74
st114_ons,ST1140068,"Age 16 to 74// L14.1 Never worked// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140069,"Age 16 to 74// L14.1 Never worked// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140070,"Age 16 to 74// L14.1 Never worked// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140071,"Age 16 to 74// L14.1 Never worked// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140072,Age 16 to 74// L14.1 Never worked// Other qualifications/level unknown// All categories: Sex// Persons// All People Aged 16 to 74
st114_ons,ST1140073,Age 16 to 74// L14.2 Long-term unemployed// No qualifications// All categories: Sex// Persons// All People Aged 16 to 74
st114_ons,ST1140074,"Age 16 to 74// L14.2 Long-term unemployed// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140075,"Age 16 to 74// L14.2 Long-term unemployed// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140076,"Age 16 to 74// L14.2 Long-term unemployed// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140077,"Age 16 to 74// L14.2 Long-term unemployed// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140078,Age 16 to 74// L14.2 Long-term unemployed// Other qualifications/level unknown// All categories: Sex// Persons// All People Aged 16 to 74
st114_ons,ST1140079,Age 16 to 74// Not Classified// No qualifications// All categories: Sex// Persons// All People Aged 16 to 74
st114_ons,ST1140080,"Age 16 to 74// Not Classified// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140081,"Age 16 to 74// Not Classified// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140082,"Age 16 to 74// Not Classified// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140083,"Age 16 to 74// Not Classified// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140084,Age 16 to 74// Not Classified// Other qualifications/level unknown// All categories: Sex// Persons// All People Aged 16 to 74
st114_ons,ST1140085,Age 16 to 74// L15 Full-time students// No qualifications// All categories: Sex// Persons// All People Aged 16 to 74
st114_ons,ST1140086,"Age 16 to 74// L15 Full-time students// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140087,"Age 16 to 74// L15 Full-time students// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140088,"Age 16 to 74// L15 Full-time students// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140089,"Age 16 to 74// L15 Full-time students// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140090,Age 16 to 74// L15 Full-time students// Other qualifications/level unknown// All categories: Sex// Persons// All People Aged 16 to 74
st114_ons,ST1140091,Age 16 to 74// L17 Not classifiable for other reasons// No qualifications// All categories: Sex// Persons// All People Aged 16 to 74
st114_ons,ST1140092,"Age 16 to 74// L17 Not classifiable for other reasons// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140093,"Age 16 to 74// L17 Not classifiable for other reasons// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140094,"Age 16 to 74// L17 Not classifiable for other reasons// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140095,"Age 16 to 74// L17 Not classifiable for other reasons// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// All categories: Sex// Persons// All People Aged 16 to 74"
st114_ons,ST1140096,Age 16 to 74// L17 Not classifiable for other reasons// Other qualifications/level unknown// All categories: Sex// Persons// All People Aged 16 to 74
st114_ons,ST1140097,Age 16 to 74// All categories: National Statistics Socio-Economic Classification (NS-SeC)// No qualifications// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140098,"Age 16 to 74// All categories: National Statistics Socio-Economic Classification (NS-SeC)// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140099,"Age 16 to 74// All categories: National Statistics Socio-Economic Classification (NS-SeC)// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140100,"Age 16 to 74// All categories: National Statistics Socio-Economic Classification (NS-SeC)// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140101,"Age 16 to 74// All categories: National Statistics Socio-Economic Classification (NS-SeC)// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140102,Age 16 to 74// All categories: National Statistics Socio-Economic Classification (NS-SeC)// Other qualifications/level unknown// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140103,Age 16 to 74// 1. Higher managerial and professional occupations// No qualifications// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140104,"Age 16 to 74// 1. Higher managerial and professional occupations// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140105,"Age 16 to 74// 1. Higher managerial and professional occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140106,"Age 16 to 74// 1. Higher managerial and professional occupations// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140107,"Age 16 to 74// 1. Higher managerial and professional occupations// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140108,Age 16 to 74// 1. Higher managerial and professional occupations// Other qualifications/level unknown// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140109,Age 16 to 74// 1.1 Large employers and higher managerial occupations// No qualifications// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140110,"Age 16 to 74// 1.1 Large employers and higher managerial occupations// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140111,"Age 16 to 74// 1.1 Large employers and higher managerial occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140112,"Age 16 to 74// 1.1 Large employers and higher managerial occupations// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140113,"Age 16 to 74// 1.1 Large employers and higher managerial occupations// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140114,Age 16 to 74// 1.1 Large employers and higher managerial occupations// Other qualifications/level unknown// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140115,Age 16 to 74// 1.2 Higher professional occupations// No qualifications// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140116,"Age 16 to 74// 1.2 Higher professional occupations// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140117,"Age 16 to 74// 1.2 Higher professional occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140118,"Age 16 to 74// 1.2 Higher professional occupations// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140119,"Age 16 to 74// 1.2 Higher professional occupations// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140120,Age 16 to 74// 1.2 Higher professional occupations// Other qualifications/level unknown// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140121,Age 16 to 74// 2. Lower managerial and professional occupations// No qualifications// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140122,"Age 16 to 74// 2. Lower managerial and professional occupations// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140123,"Age 16 to 74// 2. Lower managerial and professional occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140124,"Age 16 to 74// 2. Lower managerial and professional occupations// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140125,"Age 16 to 74// 2. Lower managerial and professional occupations// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140126,Age 16 to 74// 2. Lower managerial and professional occupations// Other qualifications/level unknown// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140127,Age 16 to 74// 3. Intermediate occupations// No qualifications// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140128,"Age 16 to 74// 3. Intermediate occupations// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140129,"Age 16 to 74// 3. Intermediate occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140130,"Age 16 to 74// 3. Intermediate occupations// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140131,"Age 16 to 74// 3. Intermediate occupations// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140132,Age 16 to 74// 3. Intermediate occupations// Other qualifications/level unknown// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140133,Age 16 to 74// 4. Small employers and own account workers// No qualifications// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140134,"Age 16 to 74// 4. Small employers and own account workers// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140135,"Age 16 to 74// 4. Small employers and own account workers// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140136,"Age 16 to 74// 4. Small employers and own account workers// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140137,"Age 16 to 74// 4. Small employers and own account workers// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140138,Age 16 to 74// 4. Small employers and own account workers// Other qualifications/level unknown// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140139,Age 16 to 74// 5. Lower supervisory and technical occupations// No qualifications// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140140,"Age 16 to 74// 5. Lower supervisory and technical occupations// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140141,"Age 16 to 74// 5. Lower supervisory and technical occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140142,"Age 16 to 74// 5. Lower supervisory and technical occupations// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140143,"Age 16 to 74// 5. Lower supervisory and technical occupations// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140144,Age 16 to 74// 5. Lower supervisory and technical occupations// Other qualifications/level unknown// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140145,Age 16 to 74// 6. Semi-routine occupations// No qualifications// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140146,"Age 16 to 74// 6. Semi-routine occupations// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140147,"Age 16 to 74// 6. Semi-routine occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140148,"Age 16 to 74// 6. Semi-routine occupations// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140149,"Age 16 to 74// 6. Semi-routine occupations// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140150,Age 16 to 74// 6. Semi-routine occupations// Other qualifications/level unknown// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140151,Age 16 to 74// 7. Routine occupations// No qualifications// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140152,"Age 16 to 74// 7. Routine occupations// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140153,"Age 16 to 74// 7. Routine occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140154,"Age 16 to 74// 7. Routine occupations// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140155,"Age 16 to 74// 7. Routine occupations// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140156,Age 16 to 74// 7. Routine occupations// Other qualifications/level unknown// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140157,Age 16 to 74// 8. Never worked or long-term unemployed// No qualifications// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140158,"Age 16 to 74// 8. Never worked or long-term unemployed// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140159,"Age 16 to 74// 8. Never worked or long-term unemployed// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140160,"Age 16 to 74// 8. Never worked or long-term unemployed// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140161,"Age 16 to 74// 8. Never worked or long-term unemployed// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140162,Age 16 to 74// 8. Never worked or long-term unemployed// Other qualifications/level unknown// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140163,Age 16 to 74// L14.1 Never worked// No qualifications// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140164,"Age 16 to 74// L14.1 Never worked// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140165,"Age 16 to 74// L14.1 Never worked// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Males// Persons// All People Aged 16 to 74"
